,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,29,TOT,NBA,PF,4,11,,,,71%,29%,-41.1,-41.5,1,0,1,0,0,0,0,0,0
2000-01,29,ATL,NBA,PF,2,6,,,,47%,53%,-51.5,-45.7,1,0,0,0,0,0,0,0,0
2000-01,29,HOU,NBA,PF,1,3,,,,100%,,+25.0,+22.5,0,0,1,0,0,0,0,0,0
2000-01,29,PHI,NBA,PF,1,2,,,,100%,,-80.0,-84.8,0,0,0,0,0,0,0,0,0
2004-05,33,ATL,NBA,PF,2,9,,,,66%,35%,+15.7,+26.4,1,0,0,0,0,0,2,0,0
Career,,,NBA,,6,20,,,,69%,31%,-15.5,-11.0,2,0,1,0,0,0,2,0,0
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,ATL,NBA,,4,15,,,,58%,42%,-11.2,-2.4,2,0,0,0,0,0,2,0,0
1 season,,HOU,NBA,,1,3,,,,100%,,+25.0,+22.5,0,0,1,0,0,0,0,0,0
1 season,,PHI,NBA,,1,2,,,,100%,,-80.0,-84.8,0,0,0,0,0,0,0,0,0
