Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,23,WSB,NBA,PF,1,0,14:00,1,4,0.25,0,0,NA,0,0,NA,1,4,3,1,0,3,3,2
1999-00,26,SAC,NBA,PF,1,0,13:00,3,10,0.3,0,0,NA,0,0,NA,3,8,3,1,0,2,2,6
2000-01,27,SAC,NBA,PF,1,1,29:00,6,14,0.429,0,1,0,2,4,0.5,4,9,3,1,0,1,2,14
2001-02,28,SAC,NBA,PF,1,1,20:00,3,7,0.429,1,2,0.5,1,4,0.25,3,3,4,1,0,2,2,8
2002-03,29,SAC,NBA,PF,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,4,2,76,13,35,0.371,1,3,0.333,3,8,0.375,11,24,13,4,0,8,9,30
