Season,Team,Lg,Salary
1993-94,Golden State Warriors,NBA,"$1,600,000"
1994-95,Washington Bullets,NBA,"$2,080,000"
1995-96,Washington Bullets,NBA,"$7,000,000"
1996-97,Washington Bullets,NBA,"$8,000,000"
1997-98,Washington Wizards,NBA,"$9,000,000"
1998-99,Sacramento Kings,NBA,"$10,000,000"
1999-00,Sacramento Kings,NBA,"$11,000,000"
2000-01,Sacramento Kings,NBA,"$12,000,000"
2001-02,Sacramento Kings,NBA,"$12,750,000"
2002-03,Sacramento Kings,NBA,"$14,343,750"
2003-04,Sacramento Kings,NBA,"$15,937,500"
2004-05,Sacramento Kings,NBA,"$17,531,250"
2005-06,Philadelphia 76ers,NBA,"$19,125,000"
2006-07,Philadelphia 76ers,NBA,"$17,600,000"
2006-07,Detroit Pistons,NBA,"$661,024"
2007-08,Philadelphia 76ers,NBA,"$19,000,000"
2007-08,Golden State Warriors,NBA,"$602,173"
Career,(may be incomplete),,"$178,230,697"
