,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,27,SAC,NBA,PF,8,348,,,,93%,7%,+3.3,+31.6,12,11,14,5,24,0,55,7,5
2001-02,28,SAC,NBA,PF,16,667,,,,89%,11%,+2.8,-1.9,11,11,28,17,39,0,166,8,11
2002-03,29,SAC,NBA,PF,7,246,,,,89%,12%,+8.7,+10.9,9,4,8,6,22,0,56,5,10
2003-04,30,SAC,NBA,PF,12,446,,,,97%,3%,-1.4,-7.4,18,8,18,4,28,0,99,3,14
2004-05,31,PHI,NBA,PF,5,186,,,,94%,6%,-11.4,-13.5,6,2,11,3,6,0,32,0,5
2006-07,33,DET,NBA,PF,16,404,,,,81%,20%,-0.5,-8.0,8,6,33,4,25,3,52,9,6
Career,,,NBA,,64,2297,,,,90%,10%,+1.0,+1.5,64,42,112,39,144,3,460,32,51
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,SAC,NBA,,43,1707,,,,92%,8%,+2.7,+5.4,50,34,68,32,113,0,376,23,40
1 season,,DET,NBA,,16,404,,,,81%,20%,-0.5,-8.0,8,6,33,4,25,3,52,9,6
1 season,,PHI,NBA,,5,186,,,,94%,6%,-11.4,-13.5,6,2,11,3,6,0,32,0,5
