Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,24,MIA,NBA,PF,15,1,161,4,10.3,0.391,2.2,7.8,0.286,1.8,2.5,0.727,0.9,1.3,0.667,0.4,3.8,4.2,1.1,1.1,0,0.9,2.5,11.2
2019-20,25,MIA,NBA,SF,65,60,1949,5.3,11.3,0.467,4.5,10,0.448,0.8,1.3,0.614,0.9,1,0.906,0.2,3.7,3.9,1.7,0.6,0.3,1.1,3.3,15.9
Career,NA,,NBA,,80,61,2110,5.2,11.2,0.461,4.3,9.9,0.438,0.9,1.4,0.63,0.9,1,0.881,0.2,3.8,3.9,1.6,0.7,0.3,1.1,3.2,15.6
