Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,22,DET,NBA,PF,82,NA,2661,5,10.9,0.46,2.6,3.9,0.669,NA,NA,9.5,1.3,NA,NA,NA,2.3,12.6
1972-73,23,DET,NBA,PF,81,NA,3009,6.5,12.6,0.519,2.5,3.9,0.642,NA,NA,9.1,2.1,NA,NA,NA,2.3,15.6
1973-74,24,DET,NBA,PF,82,NA,2499,5.5,11.1,0.494,1.7,2.4,0.698,2.4,5,7.4,2,0.7,0.5,NA,2.5,12.6
1974-75,25,DET,NBA,PF,82,NA,2787,5.5,11.3,0.483,2.2,2.9,0.753,2.2,5.3,7.6,1.6,0.6,0.6,NA,2.5,13.1
1975-76,26,DET,NBA,PF,80,NA,2998,6.2,13.2,0.468,3,4.1,0.737,2.8,5.6,8.4,2.2,0.6,0.5,NA,2.5,15.4
1976-77,27,BOS,NBA,PF,79,NA,2190,5.2,10.4,0.498,2.8,3.9,0.708,3.1,6.2,9.3,1.8,0.4,0.8,NA,3.5,13.2
1977-78,28,BOS,NBA,PF,51,NA,911,4.9,10.8,0.451,2.6,3.5,0.742,2.9,5.1,8,1.8,0.6,0.3,3,3.7,12.3
1978-79,29,BOS,NBA,PF,53,NA,1222,4.4,10.2,0.436,1.5,2.2,0.693,2.3,4.8,7.1,2,0.4,0.4,2.6,3.1,10.4
Career,NA,,NBA,,590,NA,18277,5.6,11.5,0.482,2.4,3.5,0.701,2.6,5.4,8.4,1.8,0.6,0.6,2.8,2.7,13.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,DET,NBA,,407,NA,13954,5.8,11.9,0.486,2.4,3.5,0.697,2.5,5.3,8.4,1.8,0.6,0.5,NA,2.4,13.9
3 seasons,NA,BOS,NBA,,183,NA,4323,4.9,10.4,0.471,2.4,3.4,0.713,2.8,5.6,8.4,1.8,0.4,0.6,2.8,3.4,12.2
