Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1973-74,24,DET,NBA,PF,7,229,11.7,0.502,0.25,7.8,15.3,11.8,6.8,0.7,1.4,NA,NA,NA,0.2,0.3,0.4,0.089,NA,0.5,0.6,1,0.2
1974-75,25,DET,NBA,PF,3,115,16.8,0.532,0.576,8,15.5,12.1,18.6,0.4,2.2,NA,NA,NA,0.1,0.1,0.2,0.094,NA,1.1,0.3,1.4,0.1
1975-76,26,DET,NBA,PF,9,346,14.4,0.536,0.306,7.9,14.1,11,9.7,0.8,1.2,NA,NA,NA,0.6,-0.1,0.5,0.072,NA,0.5,-0.3,0.2,0.2
1976-77,27,BOS,NBA,PF,9,237,12.5,0.532,0.426,12.4,18,15.2,5.8,0.2,0.9,NA,NA,NA,0.3,0.2,0.6,0.114,NA,0.7,-0.9,-0.2,0.1
Career,NA,,NBA,,28,927,13.6,0.528,0.36,9,15.6,12.4,9.1,0.6,1.3,NA,NA,NA,1.2,0.5,1.7,0.089,NA,0.6,-0.2,0.4,0.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DET,NBA,,19,690,13.9,0.527,0.337,7.9,14.7,11.5,10.2,0.7,1.4,NA,NA,NA,0.9,0.3,1.2,0.081,NA,0.6,0.1,0.7,0.5
1 season,NA,BOS,NBA,,9,237,12.5,0.532,0.426,12.4,18,15.2,5.8,0.2,0.9,NA,NA,NA,0.3,0.2,0.6,0.114,NA,0.7,-0.9,-0.2,0.1
