Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,24,DET,NBA,PF,7,NA,32.7,3.6,7.4,0.481,1.1,1.9,0.615,2.3,5.1,7.4,1.6,0.4,0.9,NA,3.3,8.3
1974-75,25,DET,NBA,PF,3,NA,38.3,5.7,11,0.515,3.3,6.3,0.526,2.7,6,8.7,5,0.3,1.7,NA,2,14.7
1975-76,26,DET,NBA,PF,9,NA,38.4,5.9,12.3,0.477,3.2,3.8,0.853,2.8,5,7.8,2.9,0.7,0.9,NA,3,15
1976-77,27,BOS,NBA,PF,9,NA,26.3,3.6,7.6,0.471,2.4,3.2,0.759,3.2,4.8,8,1.1,0.1,0.4,NA,3.2,9.6
Career,NA,,NBA,,28,NA,33.1,4.5,9.4,0.481,2.5,3.4,0.726,2.8,5.1,7.9,2.2,0.4,0.8,NA,3,11.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DET,NBA,,19,NA,36.3,5,10.3,0.485,2.5,3.5,0.712,2.6,5.2,7.8,2.7,0.5,1,NA,2.9,12.5
1 season,NA,BOS,NBA,,9,NA,26.3,3.6,7.6,0.471,2.4,3.2,0.759,3.2,4.8,8,1.1,0.1,0.4,NA,3.2,9.6
