Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,22,DET,NBA,PF,82,NA,32.5,4.5,9.8,0.46,2.3,3.5,0.669,NA,NA,8.5,1.2,NA,NA,NA,2.1,11.3
1972-73,23,DET,NBA,PF,81,NA,37.1,6.8,13,0.519,2.6,4,0.642,NA,NA,9.4,2.1,NA,NA,NA,2.4,16.1
1973-74,24,DET,NBA,PF,82,NA,30.5,4.6,9.4,0.494,1.4,2.1,0.698,2,4.2,6.3,1.7,0.6,0.4,NA,2.2,10.7
1974-75,25,DET,NBA,PF,82,NA,34,5.1,10.7,0.483,2.1,2.8,0.753,2.1,5,7.1,1.5,0.6,0.5,NA,2.3,12.4
1975-76,26,DET,NBA,PF,80,NA,37.5,6.4,13.7,0.468,3.2,4.3,0.737,2.9,5.8,8.7,2.3,0.6,0.6,NA,2.6,16
1976-77,27,BOS,NBA,PF,79,NA,27.7,4,8,0.498,2.2,3,0.708,2.4,4.7,7.1,1.4,0.3,0.6,NA,2.7,10.1
1977-78,28,BOS,NBA,PF,51,NA,17.9,2.4,5.4,0.451,1.3,1.7,0.742,1.5,2.5,4,0.9,0.3,0.2,1.5,1.8,6.1
1978-79,29,BOS,NBA,PF,53,NA,23.1,2.8,6.5,0.436,1,1.4,0.693,1.5,3.1,4.6,1.3,0.3,0.2,1.7,2,6.7
Career,NA,,NBA,,590,NA,31,4.8,9.9,0.482,2.1,3,0.701,2.1,4.4,7.2,1.6,0.5,0.5,1.6,2.3,11.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,DET,NBA,,407,NA,34.3,5.5,11.3,0.486,2.3,3.3,0.697,2.3,5,8,1.7,0.6,0.5,NA,2.3,13.3
3 seasons,NA,BOS,NBA,,183,NA,23.6,3.2,6.8,0.471,1.6,2.2,0.713,1.9,3.6,5.5,1.2,0.3,0.4,1.6,2.3,8
