,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,20,CHI,NBA,PG,61,1050,82%,18%,,,,-13.4,-4.2,55,21,33,2,11,0,292,3,12
2001-02,21,CHI,NBA,PG,23,481,98%,2%,,,,-13.1,-4.1,22,8,11,0,7,0,118,3,3
2002-03,22,CHI,NBA,PG,80,1992,92%,8%,,,,-1.1,+8.7,74,34,56,9,51,0,715,9,23
2003-04,23,CHI,NBA,SG,80,2811,11%,69%,20%,,,-6.2,+2.6,105,52,64,17,83,0,891,15,46
2004-05,24,NYK,NBA,SG,70,2688,8%,91%,2%,,,-3.9,-3.3,84,29,55,22,68,0,659,13,28
2005-06,25,NYK,NBA,SG,79,2555,18%,74%,8%,,,-6.8,+0.6,93,35,65,21,117,5,643,26,43
2006-07,26,NYK,NBA,SG,59,2198,6%,78%,15%,1%,,-3.8,-0.8,82,24,49,17,87,5,566,25,36
2007-08,27,NYK,NBA,SG,80,3190,16%,69%,15%,,,-6.3,+5.6,98,40,65,18,143,11,882,34,51
2008-09,28,TOT,NBA,PG-SG,65,2479,56%,39%,5%,,,-4.6,-1.8,85,31,51,10,117,5,647,35,32
2008-09,28,NYK,NBA,SG,11,392,,66%,34%,,,-0.9,+2.1,17,5,8,1,17,1,111,5,4
2008-09,28,GSW,NBA,PG,54,2087,66%,34%,,,,-5.3,-2.8,68,26,43,9,100,4,536,30,28
2009-10,29,ATL,NBA,SG,79,2460,43%,56%,,,,+4.4,-1.8,60,37,57,14,117,8,519,26,47
2010-11,30,ATL,NBA,SG,76,2297,28%,70%,2%,,,-0.5,+1.0,73,43,51,15,89,5,534,17,38
2011-12,31,POR,NBA,PG,60,1613,38%,61%,1%,,,-2.9,-3.5,48,38,23,12,76,7,430,13,38
2012-13,32,LAC,NBA,SG,76,2230,6%,86%,8%,,,+7.3,+0.8,68,48,30,6,89,12,421,22,33
2013-14,33,LAC,NBA,SG,69,2094,,78%,22%,,,+5.6,-3.1,68,41,46,7,120,7,496,26,17
2014-15,34,LAC,NBA,SG,64,1703,,59%,40%,,,+2.4,-8.7,42,27,43,11,98,5,368,17,21
2015-16,35,LAC,NBA,SG,79,2126,,48%,50%,2%,,+1.1,-7.0,51,45,39,7,109,8,417,24,26
2016-17,36,LAC,NBA,SG,82,2157,1%,26%,70%,3%,,-2.0,-13.4,76,43,48,6,73,9,491,18,18
2017-18,37,MIN,NBA,SG,80,1653,2%,91%,6%,,,-5.1,-13.0,59,18,39,8,43,11,408,14,17
2018-19,38,PHO,NBA,SG,64,1211,57%,43%,1%,,,-15.0,-8.7,71,19,25,4,36,6,501,8,8
Career,,,NBA,,1326,38988,24%,61%,15%,,,-2.5,-2.1,1314,633,850,206,1534,104,9998,348,537
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,LAC,NBA,,370,10310,2%,60%,38%,1%,,+2.9,-6.1,305,204,206,37,489,41,2193,107,115
5 seasons,,NYK,NBA,,299,11023,12%,77%,11%,,,-5.1,+0.9,374,133,242,79,432,22,2861,103,162
4 seasons,,CHI,NBA,,244,6334,55%,36%,9%,,,-6.3,+2.9,256,115,164,28,152,0,2016,30,84
2 seasons,,ATL,NBA,,155,4757,36%,63%,1%,,,+2.0,-0.4,133,80,108,29,206,13,1053,43,85
1 season,,MIN,NBA,,80,1653,2%,91%,6%,,,-5.1,-13.0,59,18,39,8,43,11,408,14,17
1 season,,PHO,NBA,,64,1211,57%,43%,1%,,,-15.0,-8.7,71,19,25,4,36,6,501,8,8
1 season,,POR,NBA,,60,1613,38%,61%,1%,,,-2.9,-3.5,48,38,23,12,76,7,430,13,38
1 season,,GSW,NBA,,54,2087,66%,34%,,,,-5.3,-2.8,68,26,43,9,100,4,536,30,28
