,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,29,ATL,NBA,SG,11,351,52%,48%,,,,-7.9,+1.4,11,5,6,3,21,2,65,1,7
2010-11,30,ATL,NBA,SG,12,358,44%,56%,,,,-8.6,-9.6,5,7,6,2,17,4,62,5,4
2012-13,32,LAC,NBA,SG,6,161,,78%,22%,,,-1.5,+11.7,2,0,6,1,4,0,21,1,2
2013-14,33,LAC,NBA,SG,13,313,,54%,46%,,,+0.5,-1.8,6,9,7,0,23,0,56,8,9
2014-15,34,LAC,NBA,SG,14,379,,23%,74%,3%,,-4.5,-13.1,14,3,9,0,8,0,58,1,12
2015-16,35,LAC,NBA,SG,6,199,,55%,44%,1%,,+1.2,+4.1,0,8,3,1,10,0,28,1,3
2016-17,36,LAC,NBA,SG,7,196,,31%,61%,8%,,+5.0,+16.9,4,3,4,0,3,3,30,1,2
2017-18,37,MIN,NBA,SG,5,123,,47%,53%,,,-2.5,+15.0,2,2,1,1,6,0,28,0,1
Career,,,NBA,,74,2080,16%,47%,35%,1%,,-3.2,-0.3,44,37,42,8,92,9,348,18,40
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,LAC,NBA,,46,1248,,44%,53%,2%,,-0.5,+0.4,26,23,29,2,48,3,193,12,28
2 seasons,,ATL,NBA,,23,709,48%,52%,,,,-8.2,-4.2,16,12,12,5,38,6,127,6,11
1 season,,MIN,NBA,,5,123,,47%,53%,,,-2.5,+15.0,2,2,1,1,6,0,28,0,1
