,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,22,PHI,NBA,PF,81,2129,,,10%,89%,2%,-7.2,-2.6,87,48,77,20,95,2,434,23,74
2017-18,23,PHI,NBA,PF,78,2310,,,1%,94%,5%,+6.1,+3.3,72,33,73,20,90,3,474,21,54
2018-19,24,TOT,NBA,PF,81,2023,,,,91%,9%,-1.4,-2.9,36,28,94,14,77,7,299,25,40
2018-19,24,PHI,NBA,PF,13,396,,,,95%,5%,-2.6,-6.1,9,5,15,5,11,2,64,2,11
2018-19,24,MIN,NBA,PF,68,1627,,,,90%,10%,-1.1,+0.7,27,23,79,9,66,5,235,23,29
2019-20,25,PHO,NBA,PF,58,1441,,,,87%,13%,-2.2,-2.1,35,11,72,11,45,7,248,14,38
Career,,,NBA,,298,7903,,,3%,91%,6%,-0.9,-0.9,230,120,316,65,307,19,1455,83,206
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,PHI,NBA,,172,4835,,,5%,92%,3%,-0.5,-0.1,168,86,165,45,196,7,972,46,139
1 season,,MIN,NBA,,68,1627,,,,90%,10%,-1.1,+0.7,27,23,79,9,66,5,235,23,29
1 season,,PHO,NBA,,58,1441,,,,87%,13%,-2.2,-2.1,35,11,72,11,45,7,248,14,38
