,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2014-15,19,ORL,NBA,PF,47,797,.447,9.5,.769,.462,.149,.096,.063,.231,.500,.635,.419,.100,.308,.271,.488,.125,22,.923,.542,.346,1,0
2015-16,20,ORL,NBA,PF,78,1863,.473,10.3,.755,.454,.105,.086,.112,.245,.531,.654,.344,.340,.338,.296,.517,.131,72,.976,.380,.315,5,0
2016-17,21,ORL,NBA,SF,80,2298,.454,12.7,.691,.361,.092,.106,.131,.309,.528,.683,.325,.446,.319,.288,.503,.123,99,.844,.255,.265,3,0
2017-18,22,ORL,NBA,PF,58,1909,.434,14.1,.605,.275,.109,.106,.114,.395,.497,.718,.287,.380,.273,.336,.488,.111,92,.835,.199,.368,0,0
2018-19,23,ORL,NBA,PF,78,2633,.449,13.0,.668,.328,.129,.116,.096,.332,.499,.671,.311,.355,.340,.349,.504,.109,104,.843,.251,.402,4,0
2019-20,24,ORL,NBA,PF,58,1914,.433,13.0,.689,.321,.132,.150,.085,.311,.492,.700,.354,.358,.161,.301,.500,.127,85,.897,.186,.333,6,0
Career,,,NBA,,399,11414,.447,12.6,.680,.346,.116,.113,.105,.320,.508,.680,.328,.366,.294,.318,.502,.119,474,.865,.251,.342,19,0
