,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2007-08,22,UTA,NBA,8:09,2,5,1,2,2,4,2,2,0,2,2,2,1,0,1,2,5,3.9
2008-09,23,UTA,NBA,25:39,5,10,1,3,4,8,5,6,4,6,6,2,1,2,3,5,12,9.0
2011-12,26,WAS,NBA,26:14,2,9,1,3,2,6,1,2,1,4,4,1,5,0,1,4,5,5.5
Career,,,,26:14,5,10,1,3,4,8,5,6,4,6,6,2,5,2,3,5,12,9.0
2 Seasons,,UTA,NBA,25:39,5,10,1,3,4,8,5,6,4,6,6,2,1,2,3,5,12,9.0
1 Season,,WAS,NBA,26:14,2,9,1,3,2,6,1,2,1,4,4,1,5,0,1,4,5,5.5
