,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1997-98,22,CLE,NBA,44:08,12,21,1,1,12,21,10,13,9,15,18,5,3,5,6,6,32,28.0
1998-99,23,CLE,NBA,37:50,11,19,0,0,11,19,5,10,7,10,17,2,2,2,3,6,22,17.7
2000-01,25,CLE,NBA,36:57,10,17,0,1,10,17,9,12,8,10,13,3,3,6,5,5,24,19.2
2001-02,26,CLE,NBA,30:57,9,19,0,1,9,19,14,17,10,8,14,4,3,4,5,6,26,20.9
2002-03,27,CLE,NBA,41:13,15,28,0,1,15,28,14,17,8,16,22,6,3,7,11,6,35,30.6
2003-04,28,CLE,NBA,45:08,14,22,1,1,14,22,12,14,10,10,17,7,3,6,6,6,31,26.6
2004-05,29,CLE,NBA,49:07,12,24,1,1,12,24,17,19,12,13,18,5,5,7,7,6,35,30.1
2005-06,30,CLE,NBA,40:47,11,20,0,1,11,20,15,16,8,11,15,5,3,5,6,6,29,24.8
2006-07,31,CLE,NBA,42:05,12,20,0,1,12,20,9,9,12,9,16,7,4,5,7,6,27,24.0
2007-08,32,CLE,NBA,44:30,13,22,0,1,13,22,11,11,8,12,18,6,3,6,6,6,29,26.9
2008-09,33,CLE,NBA,36:10,11,17,2,3,11,17,9,10,7,10,17,4,2,4,5,6,23,23.4
2009-10,34,CLE,NBA,34:00,10,14,3,3,7,14,4,6,7,8,12,4,2,5,3,6,25,22.1
2010-11,35,MIA,NBA,31:12,7,14,0,1,7,14,4,4,9,8,14,2,3,4,4,5,16,16.9
Career,,,,49:07,15,28,3,3,15,28,17,19,12,16,22,7,5,7,11,6,35,30.6
12 Seasons,,CLE,NBA,49:07,15,28,3,3,15,28,17,19,12,16,22,7,5,7,11,6,35,30.6
1 Season,,MIA,NBA,31:12,7,14,0,1,7,14,4,4,9,8,14,2,3,4,4,5,16,16.9
