Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1977-78,23,SEA,NBA,SF,20,NA,97,5.6,11.5,0.484,3.7,6.3,0.588,4.8,6.3,11.1,2.6,0,1.9,5.9,5.9,14.8
Career,NA,,NBA,,20,NA,97,5.6,11.5,0.484,3.7,6.3,0.588,4.8,6.3,11.1,2.6,0,1.9,5.9,5.9,14.8
