Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,22,BAL,NBA,SG,39,NA,159,42,104,0.404,NA,NA,NA,42,104,0.404,0.404,20,30,0.667,NA,NA,18,15,NA,NA,NA,25,104
1972-73,23,BAL,NBA,SG,33,NA,646,116,284,0.408,NA,NA,NA,116,284,0.408,0.408,48,64,0.75,NA,NA,68,48,NA,NA,NA,40,280
1973-74,24,TOT,TOT,SG,12,NA,76,7,36,0.194,0,1,0,7,35,0.2,0.194,7,8,0.875,7,5,12,11,5,1,1,10,21
1973-74,24,CAP,NBA,SG,7,NA,48,3,22,0.136,NA,NA,NA,3,22,0.136,0.136,3,4,0.75,2,5,7,10,3,1,NA,7,9
1973-74,24,NYA,ABA,SG,5,NA,28,4,14,0.286,0,1,0,4,13,0.308,0.286,4,4,1,5,0,5,1,2,0,1,3,12
Career,NA,,TOT,,84,NA,881,165,424,0.389,0,1,0,165,423,0.39,0.389,75,102,0.735,7,5,98,74,5,1,1,75,405
,NA,,NBA,,79,NA,853,161,410,0.393,NA,NA,NA,161,410,0.393,0.393,71,98,0.724,2,5,93,73,3,1,NA,72,393
,NA,,ABA,,5,NA,28,4,14,0.286,0,1,0,4,13,0.308,0.286,4,4,1,5,0,5,1,2,0,1,3,12
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,"BAL,CAP",NBA,,79,NA,853,161,410,0.393,NA,NA,NA,161,410,0.393,0.393,71,98,0.724,2,5,93,73,3,1,NA,72,393
1 season,NA,NYA,ABA,,5,NA,28,4,14,0.286,0,1,0,4,13,0.308,0.286,4,4,1,5,0,5,1,2,0,1,3,12
