,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,22,BAL,NBA,,5,,,,,,3,6,,,,,,,,,13
1972-73,23,BAL,NBA,,12,,,,,,5,8,,,,,,,,,26
1973-74,24,CAP,NBA,,1,6,,,,,3,4,,,2,3,,,,3,3
1973-74,24,NYA,ABA,,2,,0,,,,2,2,,,,,,,,,6
Career,,,TOT,,12,,,,,,5,8,,,,,,,,,26
,,,NBA,,12,,,,,,5,8,,,,,,,,,26
,,,ABA,,2,,0,,,,2,2,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,"BAL,CAP",NBA,,12,,,,,,5,8,,,,,,,,,26
1 Season,,NYA,ABA,,2,,0,,,,2,2,,,,,,,,,6
