,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2015-16,19,MIN,NBA,PG,37,573,.359,13.5,.660,.205,.231,.096,.128,.340,.388,.531,.389,.200,.300,.302,.275,.000,0,.625,.189,.300,0,0
2016-17,20,MIN,NBA,PG,60,774,.414,14.9,.597,.227,.171,.088,.110,.403,.454,.537,.452,.500,.250,.356,.347,.000,0,.885,.315,.348,1,0
2017-18,21,MIN,NBA,PG,82,1467,.457,14.0,.607,.229,.186,.113,.079,.393,.528,.680,.377,.514,.462,.349,.381,.009,2,.933,.333,.372,2,0
2018-19,22,MIN,NBA,PG,68,1560,.415,13.2,.717,.213,.222,.173,.110,.283,.453,.558,.455,.364,.388,.317,.228,.000,0,.650,.214,.407,1,0
2019-20,23,MEM,NBA,PG,65,1232,.459,13.6,.711,.175,.242,.198,.096,.289,.492,.653,.423,.435,.488,.379,.387,.000,0,.745,.177,.500,0,0
Career,,,NBA,,312,5606,.431,13.7,.672,.206,.215,.149,.101,.328,.472,.604,.423,.413,.397,.345,.325,.002,2,.782,.248,.392,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MIN,NBA,,247,4374,.419,13.8,.657,.219,.204,.131,.104,.343,.464,.588,.423,.400,.365,.333,.298,.003,2,.795,.270,.369,4,0
1 season,,MEM,NBA,,65,1232,.459,13.6,.711,.175,.242,.198,.096,.289,.492,.653,.423,.435,.488,.379,.387,.000,0,.745,.177,.500,0,0
