Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,24,WAT,NBA,,62,NA,NA,0.461,0.625,NA,NA,NA,NA,NA,4.4,-0.7,3.8,NA
1951-52,26,MLH,NBA,SG,66,1982,12.4,0.399,0.524,NA,NA,NA,NA,NA,-0.2,1.7,1.5,0.036
1952-53,27,TOT,NBA,SF,67,1373,11.3,0.435,0.489,NA,NA,NA,NA,NA,0.9,1.3,2.2,0.075
1952-53,27,MLH,NBA,,27,667,13.2,0.453,0.489,NA,NA,NA,NA,NA,0.8,0.8,1.7,0.119
1952-53,27,BLB,NBA,,23,329,10.6,0.431,0.608,NA,NA,NA,NA,NA,0.2,0.1,0.3,0.039
1952-53,27,FTW,NBA,SF,17,377,8.7,0.4,0.387,NA,NA,NA,NA,NA,-0.1,0.3,0.2,0.029
Career,NA,,NBA,,195,3355,12,0.429,0.549,NA,NA,NA,NA,NA,5.2,2.2,7.4,0.052
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MLH,NBA,,93,2649,12.6,0.412,0.515,NA,NA,NA,NA,NA,0.7,2.5,3.1,0.057
1 season,NA,WAT,NBA,,62,NA,NA,0.461,0.625,NA,NA,NA,NA,NA,4.4,-0.7,3.8,NA
1 season,NA,BLB,NBA,,23,329,10.6,0.431,0.608,NA,NA,NA,NA,NA,0.2,0.1,0.3,0.039
1 season,NA,FTW,NBA,,17,377,8.7,0.4,0.387,NA,NA,NA,NA,NA,-0.1,0.3,0.2,0.029
