Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,24,WAT,NBA,,62,NA,NA,208,558,0.373,240,349,0.688,NA,137,255,656
1951-52,26,MLH,NBA,SG,66,NA,1982,200,668,0.299,256,350,0.731,336,177,271,656
1952-53,27,TOT,NBA,SF,67,NA,1373,153,427,0.358,145,209,0.694,217,79,227,451
1952-53,27,MLH,NBA,,27,NA,667,87,219,0.397,67,107,0.626,98,35,102,241
1952-53,27,BLB,NBA,,23,NA,329,30,97,0.309,46,59,0.78,61,23,68,106
1952-53,27,FTW,NBA,SF,17,NA,377,36,111,0.324,32,43,0.744,58,21,57,104
Career,NA,,NBA,,195,NA,3355,561,1653,0.339,641,908,0.706,553,393,753,1763
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MLH,NBA,,93,NA,2649,287,887,0.324,323,457,0.707,434,212,373,897
1 season,NA,WAT,NBA,,62,NA,NA,208,558,0.373,240,349,0.688,NA,137,255,656
1 season,NA,BLB,NBA,,23,NA,329,30,97,0.309,46,59,0.78,61,23,68,106
1 season,NA,FTW,NBA,,17,NA,377,36,111,0.324,32,43,0.744,58,21,57,104
