,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2001-02,20,TXTECH,32,1142,189,388,8,32,98,148,,198,123,40,24,,,484,.487,.250,.662,35.7,15.1,6.2,3.8
2002-03,21,TXTECH,35,1250,203,409,2,14,117,194,,212,151,31,15,,,525,.496,.143,.603,35.7,15.0,6.1,4.3
Career,,,67,2392,392,797,10,46,215,342,,410,274,71,39,,,1009,.492,.217,.629,35.7,15.1,6.1,4.1
