Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2004-05,22,TOT,NBA,PG,38,483,8.6,0.446,0.419,0.153,2.7,6.7,4.7,22.3,2.1,0.1,16.9,15,NA,-0.1,0.5,0.4,0.041,NA,-3.2,0.4,-2.8,-0.1
2004-05,22,HOU,NBA,PG,27,314,5.6,0.381,0.536,0.145,1.9,5.1,3.5,20.5,2.4,0,17.9,13.4,NA,-0.3,0.4,0.1,0.017,NA,-4.9,1.3,-3.5,-0.1
2004-05,22,ORL,NBA,PG,11,169,14,0.526,0.273,0.164,4,9.8,7,25.7,1.5,0.4,15.7,18.1,NA,0.2,0.1,0.3,0.086,NA,0,-1.3,-1.3,0
2005-06,23,TOT,NBA,PG,19,282,11.3,0.398,0.135,0.115,3.7,7.1,5.4,29.5,1.9,0,12.1,20.3,NA,-0.1,0,-0.1,-0.019,NA,-1.7,-2,-3.6,-0.1
2005-06,23,PHO,NBA,PG,2,21,14.1,0.541,0.143,0.429,5.4,10.3,7.9,13.3,0,0,10.7,19.9,NA,0,0,0,0.109,NA,0.5,-2.4,-1.9,0
2005-06,23,TOR,NBA,PG,17,261,11,0.386,0.134,0.093,3.6,6.8,5.2,30.9,2,0,12.2,20.4,NA,-0.2,0,-0.2,-0.029,NA,-1.9,-1.9,-3.8,-0.1
2006-07,24,CHI,NBA,PG,6,29,8.2,0.5,0,0,4,15.6,9.8,38.2,0,0,33.3,18.4,NA,0,0,0,0.014,NA,-5.1,-0.3,-5.3,0
2007-08,25,LAC,NBA,PG,4,25,12.5,0.51,0.6,0.4,0,4.7,2.3,44.3,0,0,14.5,12.7,NA,0,0,0,0.078,NA,1.5,-1.7,-0.2,0
Career,NA,,NBA,,67,819,9.6,0.429,0.286,0.137,3,7.1,5.1,26,1.9,0.1,15.5,16.9,NA,-0.2,0.6,0.4,0.021,NA,-2.6,-0.5,-3.1,-0.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,HOU,NBA,,27,314,5.6,0.381,0.536,0.145,1.9,5.1,3.5,20.5,2.4,0,17.9,13.4,NA,-0.3,0.4,0.1,0.017,NA,-4.9,1.3,-3.5,-0.1
1 season,NA,TOR,NBA,,17,261,11,0.386,0.134,0.093,3.6,6.8,5.2,30.9,2,0,12.2,20.4,NA,-0.2,0,-0.2,-0.029,NA,-1.9,-1.9,-3.8,-0.1
1 season,NA,ORL,NBA,,11,169,14,0.526,0.273,0.164,4,9.8,7,25.7,1.5,0.4,15.7,18.1,NA,0.2,0.1,0.3,0.086,NA,0,-1.3,-1.3,0
1 season,NA,CHI,NBA,,6,29,8.2,0.5,0,0,4,15.6,9.8,38.2,0,0,33.3,18.4,NA,0,0,0,0.014,NA,-5.1,-0.3,-5.3,0
1 season,NA,LAC,NBA,,4,25,12.5,0.51,0.6,0.4,0,4.7,2.3,44.3,0,0,14.5,12.7,NA,0,0,0,0.078,NA,1.5,-1.7,-0.2,0
1 season,NA,PHO,NBA,,2,21,14.1,0.541,0.143,0.429,5.4,10.3,7.9,13.3,0,0,10.7,19.9,NA,0,0,0,0.109,NA,0.5,-2.4,-1.9,0
