,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,21,NYK,NBA,C,5,44,,,,23%,77%,-17.3,-14.0,0,1,4,0,2,0,2,0,0
2007-08,22,NYK,NBA,C,18,181,,,,1%,99%,-32.5,-26.4,2,5,27,1,14,0,4,3,4
2008-09,23,ATL,NBA,C,23,89,,,,10%,90%,+7.1,+5.3,0,3,12,2,2,0,6,0,3
2009-10,24,ATL,NBA,PF,28,124,,,,64%,36%,-3.5,-8.8,1,4,17,7,10,2,5,3,3
Career,,,NBA,,74,438,,,,23%,77%,-14.7,-13.7,3,13,60,10,28,2,17,6,10
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,ATL,NBA,,51,213,,,,42%,58%,+0.9,-2.9,1,7,29,9,12,2,11,3,6
2 seasons,,NYK,NBA,,23,225,,,,6%,94%,-29.5,-23.9,2,6,31,1,16,0,6,3,4
