Season,Team,Lg,Salary
1998-99,Los Angeles Clippers,NBA,"$287,500"
1999-00,Los Angeles Clippers,NBA,"$2,716,667"
2000-01,Washington Wizards,NBA,"$2,990,000"
2001-02,Washington Wizards,NBA,"$3,260,000"
Career,(may be incomplete),,"$9,254,167"
