,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1953-54,24,MNL,NBA,,8,,6,8,,,6,19
1954-55,25,MNL,NBA,,15,,11,15,,,6,37
1955-56,26,MNL,NBA,,15,,13,16,,,6,35
1956-57,27,MNL,NBA,,15,,15,19,,,6,33
1957-58,28,CIN,NBA,,15,,12,16,,,6,37
1958-59,29,STL,NBA,,12,,10,15,,,,30
1959-60,30,STL,NBA,,15,,10,12,,,,39
1960-61,31,STL,NBA,,15,,11,,,,,33
1961-62,32,STL,NBA,,15,,9,,,,,34
1962-63,33,BOS,NBA,,11,,6,7,,,,24
1963-64,34,BOS,NBA,,12,,6,9,,,,24
Career,,,,,15,,15,,,,,39
4 Seasons,,MNL,NBA,,15,,15,19,,,6,37
4 Seasons,,STL,NBA,,15,,11,,,,,39
2 Seasons,,BOS,NBA,,12,,6,9,,,,24
1 Season,,CIN,NBA,,15,,12,16,,,6,37
