Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,24,TOT,BAA,PG,49,NA,NA,0.44,0.569,NA,NA,NA,NA,NA,3.4,1.6,5,NA
1948-49,24,FTW,BAA,PG,14,NA,NA,0.457,0.541,NA,NA,NA,NA,NA,0.6,0.3,0.9,NA
1948-49,24,INJ,BAA,PG,35,NA,NA,0.437,0.574,NA,NA,NA,NA,NA,2.8,1.3,4.1,NA
1949-50,25,TOT,NBA,PG,58,NA,NA,0.383,0.598,NA,NA,NA,NA,NA,0.3,2,2.3,NA
1949-50,25,AND,NBA,PG,26,NA,NA,0.368,0.664,NA,NA,NA,NA,NA,0,1.3,1.3,NA
1949-50,25,TRI,NBA,PG,32,NA,NA,0.39,0.564,NA,NA,NA,NA,NA,0.3,0.7,1.1,NA
1951-52,27,MLH,NBA,PG,11,396,9.7,0.41,0.772,NA,NA,NA,NA,NA,0.1,0.3,0.4,0.044
Career,NA,,TOT,,118,396,9.7,0.413,0.605,NA,NA,NA,NA,NA,3.9,3.9,7.7,0.044
,NA,,NBA,,69,396,9.7,0.389,0.636,NA,NA,NA,NA,NA,0.5,2.2,2.7,0.044
,NA,,BAA,,49,NA,NA,0.44,0.569,NA,NA,NA,NA,NA,3.4,1.6,5,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"TRI,MLH",NBA,,43,396,9.7,0.397,0.626,NA,NA,NA,NA,NA,0.5,1,1.4,0.044
1 season,NA,INJ,BAA,,35,NA,NA,0.437,0.574,NA,NA,NA,NA,NA,2.8,1.3,4.1,NA
1 season,NA,AND,NBA,,26,NA,NA,0.368,0.664,NA,NA,NA,NA,NA,0,1.3,1.3,NA
1 season,NA,FTW,BAA,,14,NA,NA,0.457,0.541,NA,NA,NA,NA,NA,0.6,0.3,0.9,NA
