Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,24,TOT,BAA,PG,49,,,2.9,8.3,.345,3.4,4.7,.723,,2.4,2.6,9.1
1948-49,24,FTW,BAA,PG,14,,,1.6,4.4,.361,1.8,2.4,.758,,0.9,1.7,4.9
1948-49,24,INJ,BAA,PG,35,,,3.4,9.9,.342,4.1,5.7,.717,,3.0,2.9,10.8
1949-50,25,TOT,NBA,PG,58,,,1.7,6.2,.269,2.7,3.7,.718,,1.8,2.7,6.0
1949-50,25,AND,NBA,PG,26,,,1.2,4.8,.248,2.2,3.2,.687,,1.7,2.4,4.6
1949-50,25,TRI,NBA,PG,32,,,2.1,7.4,.280,3.1,4.2,.737,,1.9,2.9,7.2
1950-51,26,Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL)
1951-52,27,MLH,NBA,PG,11,,36.0,2.5,9.2,.277,5.0,7.1,.705,4.0,2.5,4.3,10.1
Career,NA,,TOT,,118,,36.0,2.2,7.4,.305,3.2,4.4,.718,4.0,2.1,2.8,7.7
,NA,,NBA,,69,,36.0,1.8,6.7,.271,3.0,4.3,.714,4.0,1.9,2.9,6.7
,NA,,BAA,,49,,,2.9,8.3,.345,3.4,4.7,.723,,2.4,2.6,9.1
,NA,,,,,,,,,,,,,,,,
2 seasons,NA,"TRI,MLH",NBA,,43,,36.0,2.2,7.8,.279,3.6,4.9,.725,4.0,2.0,3.2,7.9
1 season,NA,INJ,BAA,,35,,,3.4,9.9,.342,4.1,5.7,.717,,3.0,2.9,10.8
1 season,NA,AND,NBA,,26,,,1.2,4.8,.248,2.2,3.2,.687,,1.7,2.4,4.6
1 season,NA,FTW,BAA,,14,,,1.6,4.4,.361,1.8,2.4,.758,,0.9,1.7,4.9
