Season,Team,Lg,Salary
1997-98,Denver Nuggets,NBA,"$242,000"
1998-99,Denver Nuggets,NBA,"$520,000"
1999-00,Boston Celtics,NBA,"$550,000"
Career,(may be incomplete),,"$1,312,000"
