,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2011-12,22,BOS,NBA,PG,38,331,.381,17.1,.602,.115,.150,.071,.265,.398,.382,.615,.294,.375,.333,.378,.192,.000,0,1.000,.244,.455,0,0
2012-13,23,ORL,NBA,SG,75,1682,.396,16.0,.671,.137,.164,.115,.254,.329,.424,.573,.541,.304,.322,.340,.376,.008,5,.910,.279,.382,0,0
2013-14,24,ORL,NBA,SG,79,1506,.428,14.6,.647,.208,.186,.112,.140,.353,.468,.547,.471,.353,.438,.354,.449,.011,5,.930,.236,.342,0,0
2014-15,25,CHI,NBA,SG,56,504,.446,13.2,.727,.201,.230,.173,.122,.273,.485,.607,.531,.417,.294,.342,.490,.007,1,.846,.421,.375,0,0
2015-16,26,CHI,NBA,SG,59,1263,.481,12.9,.733,.177,.260,.131,.165,.267,.491,.652,.485,.412,.391,.452,.436,.015,6,.915,.452,.468,0,0
2016-17,27,NOP,NBA,SG,73,1820,.457,14.4,.664,.192,.199,.139,.137,.336,.501,.681,.488,.360,.400,.370,.422,.010,6,.883,.351,.397,0,0
2017-18,28,NOP,NBA,SG,82,2586,.508,13.1,.638,.225,.234,.093,.087,.362,.556,.642,.574,.429,.417,.425,.641,.013,11,.984,.405,.500,0,0
2018-19,29,NOP,NBA,SG,53,1463,.481,13.3,.669,.211,.256,.130,.073,.331,.506,.652,.463,.449,.333,.432,.694,.002,0,.921,.324,.333,0,0
2019-20,30,NOP,NBA,SG,51,958,.424,14.6,.610,.163,.246,.122,.078,.390,.456,.672,.455,.260,.313,.375,.456,.012,4,.950,.331,.358,0,0
Career,,,NBA,,566,12113,.455,14.2,.660,.189,.217,.119,.136,.340,.489,.632,.501,.373,.368,.390,.508,.010,38,.934,.340,.413,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,NOP,NBA,,259,6827,.475,13.8,.647,.203,.232,.118,.095,.353,.514,.658,.506,.383,.382,.404,.570,.010,21,.941,.361,.420,0,0
2 seasons,,ORL,NBA,,154,3188,.410,15.4,.660,.168,.174,.114,.205,.340,.443,.559,.508,.325,.356,.346,.409,.009,10,.919,.260,.366,0,0
2 seasons,,CHI,NBA,,115,1767,.472,13.0,.731,.184,.252,.142,.153,.269,.490,.639,.496,.413,.370,.423,.450,.013,7,.900,.444,.444,0,0
1 season,,BOS,NBA,,38,331,.381,17.1,.602,.115,.150,.071,.265,.398,.382,.615,.294,.375,.333,.378,.192,.000,0,1.000,.244,.455,0,0
