,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2013-14,24,TOT,NBA,33:56,6,9,3,4,5,6,6,6,4,8,9,4,2,2,3,3,17,16.2
2013-14,24,TOR,NBA,33:56,6,9,3,4,5,6,6,6,4,8,9,4,2,2,3,3,17,16.2
2014-15,25,TOR,NBA,32:09,6,8,3,5,3,4,2,2,2,4,5,2,2,0,2,2,15,16.4
2015-16,26,TOR,NBA,40:55,5,12,3,6,4,8,7,7,7,5,11,4,1,2,3,4,14,13.0
2016-17,27,TOR,NBA,30:02,2,7,2,6,1,3,2,2,1,4,5,4,3,1,1,1,8,9.2
2017-18,28,OKC,NBA,19:32,3,3,2,2,1,1,0,0,1,4,4,2,1,0,3,3,8,4.8
Career,,,,40:55,6,12,3,6,5,8,7,7,7,8,11,4,3,2,3,4,17,16.4
4 Seasons,,TOR,NBA,40:55,6,12,3,6,5,8,7,7,7,8,11,4,3,2,3,4,17,16.4
1 Season,,OKC,NBA,19:32,3,3,2,2,1,1,0,0,1,4,4,2,1,0,3,3,8,4.8
