,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,24,TOR,NBA,PF,7,199,,,2%,96%,2%,+8.2,+25.2,3,1,5,2,5,0,23,0,3
2014-15,25,TOR,NBA,PF,4,106,,,,93%,7%,-17.6,-4.6,2,0,2,1,1,0,13,0,3
2015-16,26,TOR,NBA,PF,20,583,,,3%,92%,5%,-3.5,+4.8,1,11,9,4,9,0,61,2,6
2016-17,27,TOR,NBA,PF,10,185,,,,90%,11%,-16.1,-16.6,4,1,3,0,2,2,48,0,2
2017-18,28,OKC,NBA,PF,6,58,,,,21%,79%,-18.3,-16.7,3,0,6,0,0,0,8,0,0
Career,,,NBA,,47,1131,,,2%,89%,9%,-5.6,+2.9,13,13,25,7,17,2,153,2,14
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,TOR,NBA,,41,1073,,,2%,92%,6%,-4.9,+4.0,10,13,19,7,17,2,145,2,14
1 season,,OKC,NBA,,6,58,,,,21%,79%,-18.3,-16.7,3,0,6,0,0,0,8,0,0
