Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993-94,23,UTA,NBA,SF,6,0,36,4,10,0.4,2,3,0.667,2,7,0.286,0.5,6,6,1,4,5,9,3,0,0,1,3,16
1994-95,24,UTA,NBA,SF,2,0,13,4,7,0.571,2,4,0.5,2,3,0.667,0.714,1,2,0.5,1,1,2,3,1,0,0,2,11
1995-96,25,UTA,NBA,SF,18,0,459,58,124,0.468,25,53,0.472,33,71,0.465,0.569,31,38,0.816,17,58,75,22,23,9,10,42,172
1996-97,26,UTA,NBA,SF,20,20,758,89,193,0.461,36,101,0.356,53,92,0.576,0.554,31,43,0.721,18,74,92,27,21,6,20,59,245
1997-98,27,UTA,NBA,SF,20,13,698,69,147,0.469,23,63,0.365,46,84,0.548,0.548,58,81,0.716,12,81,93,22,21,5,17,49,219
1998-99,28,UTA,NBA,SF,11,11,387,49,115,0.426,9,36,0.25,40,79,0.506,0.465,26,36,0.722,17,50,67,13,20,2,11,37,133
1999-00,29,UTA,NBA,SF,10,10,371,48,114,0.421,13,45,0.289,35,69,0.507,0.478,31,41,0.756,9,43,52,21,16,5,15,27,140
2000-01,30,UTA,NBA,SF,5,5,214,25,56,0.446,10,22,0.455,15,34,0.441,0.536,11,12,0.917,4,32,36,15,3,1,2,13,71
2001-02,31,UTA,NBA,SG,4,4,120,9,36,0.25,6,15,0.4,3,21,0.143,0.333,4,4,1,6,11,17,7,4,0,9,15,28
2003-04,33,LAL,NBA,SF,6,0,16,0,3,0,0,2,0,0,1,0,0,0,0,NA,1,0,1,2,1,0,0,2,0
2004-05,34,DEN,NBA,SF,3,0,9,0,1,0,0,1,0,0,0,NA,0,3,3,1,0,0,0,0,0,0,0,0,3
Career,NA,,NBA,,105,63,3081,355,806,0.44,126,345,0.365,229,461,0.497,0.519,202,266,0.759,89,355,444,135,110,28,85,249,1038
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,UTA,NBA,,96,63,3056,355,802,0.443,126,342,0.368,229,460,0.498,0.521,199,263,0.757,88,355,443,133,109,28,85,247,1035
1 season,NA,LAL,NBA,,6,0,16,0,3,0,0,2,0,0,1,0,0,0,0,NA,1,0,1,2,1,0,0,2,0
1 season,NA,DEN,NBA,,3,0,9,0,1,0,0,1,0,0,0,NA,0,3,3,1,0,0,0,0,0,0,0,0,3
