,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,30,UTA,NBA,SF,5,214,,82%,18%,,,-2.0,+25.9,0,2,4,0,2,0,31,0,3
2001-02,31,UTA,NBA,SG,4,120,,99%,1%,,,-13.2,-29.2,6,2,4,0,2,0,15,0,1
2003-04,33,LAL,NBA,SF,6,16,,19%,64%,17%,,-69.2,-71.7,0,0,1,0,0,0,4,0,0
2004-05,34,DEN,NBA,SF,3,9,,,62%,38%,,-31.8,-21.7,0,0,0,0,1,0,0,0,0
Career,,,NBA,,18,359,,83%,16%,2%,,-9.5,+1.9,6,4,9,0,5,0,50,0,4
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,UTA,NBA,,9,334,,88%,12%,,,-6.1,+6.1,6,4,8,0,4,0,46,0,4
1 season,,LAL,NBA,,6,16,,19%,64%,17%,,-69.2,-71.7,0,0,1,0,0,0,4,0,0
1 season,,DEN,NBA,,3,9,,,62%,38%,,-31.8,-21.7,0,0,0,0,1,0,0,0,0
