Season,Team,Lg,Salary
1998-99,New York Knicks,NBA,"$739,400"
1999-00,New York Knicks,NBA,"$830,745"
2000-01,New York Knicks,NBA,"$1,069,400"
Career,(may be incomplete),,"$2,639,545"
