Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1975-76,23,MIL,NBA,SG,1,1,16:00,1,5,0.2,NA,NA,NA,0,0,NA,0,2,1,1,0,NA,2,2
1977-78,25,MIL,NBA,SG,1,0,14:00,4,7,0.571,NA,NA,NA,0,0,NA,2,4,1,0,0,3,2,8
Career,NA,,NBA,,2,1,30,5,12,0.417,NA,NA,NA,0,0,NA,2,6,2,1,0,3,4,10
