,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2002-03,23,TOT,NBA,SG,14,62,.355,9.4,.839,.452,.129,.097,.161,.161,.423,.571,.250,.333,.200,.000,.273,.032,0,,.000,,0,0
2002-03,23,MIL,NBA,SG,12,42,.346,9.4,.846,.462,.115,.077,.192,.154,.409,.583,.333,.000,.200,.000,.222,.038,0,,.000,,0,0
2002-03,23,SEA,NBA,SG,2,20,.400,9.2,.800,.400,.200,.200,.000,.200,.500,.500,.000,1.000,,.000,.500,.000,0,,.000,,0,0
2003-04,24,SEA,NBA,PG,82,2021,.425,13.5,.750,.267,.113,.137,.234,.250,.469,.590,.427,.416,.383,.293,.357,.049,34,.851,.336,.377,9,0
2004-05,25,SEA,NBA,SG,49,883,.361,14.9,.738,.198,.132,.171,.237,.262,.399,.625,.333,.323,.302,.253,.290,.025,6,.750,.263,.400,7,0
2005-06,26,TOT,NBA,SG,76,2112,.418,11.9,.816,.337,.128,.126,.225,.184,.453,.579,.367,.392,.347,.262,.313,.038,18,.838,.298,.333,8,0
2005-06,26,SEA,NBA,SG,48,1085,.397,11.6,.831,.322,.151,.135,.224,.169,.432,.572,.324,.426,.307,.224,.278,.044,12,.824,.184,.214,5,0
2005-06,26,CLE,NBA,SG,28,1027,.448,12.2,.795,.360,.095,.114,.227,.205,.484,.588,.467,.333,.403,.308,.361,.028,6,.850,.431,.393,3,0
2006-07,27,DET,NBA,SG,69,1477,.404,12.7,.811,.304,.084,.210,.212,.189,.431,.541,.324,.348,.398,.289,.301,.014,5,1.000,.301,.320,7,0
2007-08,28,TOT,NBA,PG,42,874,.420,12.6,.828,.294,.131,.153,.251,.172,.441,.556,.396,.375,.370,.317,.216,.030,7,.600,.175,.091,5,0
2007-08,28,DET,NBA,PG,19,347,.410,13.1,.806,.338,.072,.165,.230,.194,.455,.574,.300,.435,.344,.222,.255,.043,3,.500,.222,.000,3,0
2007-08,28,IND,NBA,PG,23,527,.425,12.3,.842,.268,.167,.145,.263,.158,.432,.541,.421,.333,.383,.389,.193,.022,4,.643,.139,.200,2,0
2008-09,29,ATL,NBA,SG,80,1975,.447,14.8,.696,.245,.113,.143,.194,.304,.485,.626,.411,.491,.344,.360,.299,.034,23,.759,.231,.357,9,0
2009-10,30,TOT,NBA,SG,75,1673,.392,14.7,.676,.259,.073,.119,.225,.324,.431,.520,.360,.321,.409,.312,.447,.009,5,.754,.285,.397,5,0
2009-10,30,CHA,NBA,SG,46,993,.389,14.6,.681,.253,.083,.124,.221,.319,.425,.471,.353,.333,.451,.313,.412,.007,3,.683,.275,.361,3,0
2009-10,30,CHI,NBA,SG,29,680,.397,14.7,.669,.268,.059,.110,.232,.331,.440,.589,.375,.300,.349,.311,.500,.011,2,.857,.300,.444,2,0
Career,,,NBA,,487,11077,.414,13.6,.753,.276,.110,.144,.223,.247,.450,.577,.383,.390,.367,.304,.326,.031,98,.793,.277,.358,50,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,SEA,NBA,,181,4009,.404,13.3,.769,.267,.127,.144,.231,.231,.445,.590,.373,.398,.347,.269,.324,.043,52,.824,.289,.362,21,0
2 seasons,,DET,NBA,,88,1824,.406,12.8,.809,.312,.081,.199,.217,.191,.437,.550,.319,.365,.384,.273,.289,.021,8,.900,.282,.258,10,0
1 season,,ATL,NBA,,80,1975,.447,14.8,.696,.245,.113,.143,.194,.304,.485,.626,.411,.491,.344,.360,.299,.034,23,.759,.231,.357,9,0
1 season,,CHA,NBA,,46,993,.389,14.6,.681,.253,.083,.124,.221,.319,.425,.471,.353,.333,.451,.313,.412,.007,3,.683,.275,.361,3,0
1 season,,CHI,NBA,,29,680,.397,14.7,.669,.268,.059,.110,.232,.331,.440,.589,.375,.300,.349,.311,.500,.011,2,.857,.300,.444,2,0
1 season,,CLE,NBA,,28,1027,.448,12.2,.795,.360,.095,.114,.227,.205,.484,.588,.467,.333,.403,.308,.361,.028,6,.850,.431,.393,3,0
1 season,,IND,NBA,,23,527,.425,12.3,.842,.268,.167,.145,.263,.158,.432,.541,.421,.333,.383,.389,.193,.022,4,.643,.139,.200,2,0
1 season,,MIL,NBA,,12,42,.346,9.4,.846,.462,.115,.077,.192,.154,.409,.583,.333,.000,.200,.000,.222,.038,0,,.000,,0,0
