Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2004-05,25,SEA,NBA,SG,4,62,0.9,0.272,0.105,0.368,4.1,7.8,6,12,0,2.5,8.3,18,NA,-0.2,0,-0.2,-0.129,NA,-4.2,-3,-7.2,-0.1
2005-06,26,CLE,NBA,SG,13,399,7.8,0.416,0.214,0.286,3.3,9.2,6.3,8.8,1.3,0.4,6.7,16.2,NA,-0.1,0.3,0.2,0.025,NA,-2.9,-0.3,-3.2,-0.1
2006-07,27,DET,NBA,SG,12,136,6.2,0.419,0.065,0.355,1.7,6.2,3.9,17.4,1.6,0.6,18.2,15.5,NA,-0.1,0.1,0,0.002,NA,-3.7,-0.3,-4.1,-0.1
2008-09,29,ATL,NBA,SG,11,341,12.4,0.467,0.407,0.301,2.1,9.8,5.6,16.3,2.1,0.8,9.1,22.4,NA,0,0.2,0.2,0.024,NA,0.3,-0.2,0.1,0.2
2009-10,30,CHI,NBA,SG,5,97,17.1,0.518,0.324,0.216,4.6,11.4,7.8,16.3,1.1,0,2.4,19.3,NA,0.2,0,0.2,0.102,NA,3.2,0.2,3.5,0.1
Career,NA,,NBA,,45,1035,9.6,0.438,0.28,0.295,2.9,9.1,5.9,13.3,1.5,0.7,8.5,18.5,NA,-0.2,0.6,0.4,0.02,NA,-1.5,-0.4,-1.9,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CLE,NBA,,13,399,7.8,0.416,0.214,0.286,3.3,9.2,6.3,8.8,1.3,0.4,6.7,16.2,NA,-0.1,0.3,0.2,0.025,NA,-2.9,-0.3,-3.2,-0.1
1 season,NA,DET,NBA,,12,136,6.2,0.419,0.065,0.355,1.7,6.2,3.9,17.4,1.6,0.6,18.2,15.5,NA,-0.1,0.1,0,0.002,NA,-3.7,-0.3,-4.1,-0.1
1 season,NA,ATL,NBA,,11,341,12.4,0.467,0.407,0.301,2.1,9.8,5.6,16.3,2.1,0.8,9.1,22.4,NA,0,0.2,0.2,0.024,NA,0.3,-0.2,0.1,0.2
1 season,NA,CHI,NBA,,5,97,17.1,0.518,0.324,0.216,4.6,11.4,7.8,16.3,1.1,0,2.4,19.3,NA,0.2,0,0.2,0.102,NA,3.2,0.2,3.5,0.1
1 season,NA,SEA,NBA,,4,62,0.9,0.272,0.105,0.368,4.1,7.8,6,12,0,2.5,8.3,18,NA,-0.2,0,-0.2,-0.129,NA,-4.2,-3,-7.2,-0.1
