Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Derrick Alston,,1.7,1,-0.1
Brian Scalabrine,96.4,1.7,1,-0.1
Kevin Gamble,92.9,1.9,1,-0.1
Boštjan Nachbar,89.9,1.7,0.8,-0.1
Charles Pittman,88.4,1.7,0.9,0.1
Darvin Ham,88.0,1.7,0.9,0.1
Derrick Chievous,86.3,1.6,1.2,-0.1
Brian Rowsom,84.1,1.5,1,0
Chris Copeland,83.9,2.1,1,-0.1
Lonny Baxter,83.2,1.5,0.9,-0.2
Marquese Chriss,82.6,1.8,0.7,-0.2
