Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,22,CIN,NBA,PG,82,NA,2867,486,1095,0.444,NA,NA,NA,486,1095,0.444,0.444,336,444,0.757,NA,NA,242,450,NA,NA,NA,218,1308
1971-72,23,CIN,NBA,PG,76,NA,3272,734,1511,0.486,NA,NA,NA,734,1511,0.486,0.486,677,824,0.822,NA,NA,222,701,NA,NA,NA,198,2145
1972-73,24,KCO,NBA,PG,80,NA,3681,1028,2106,0.488,NA,NA,NA,1028,2106,0.488,0.488,663,783,0.847,NA,NA,223,910,NA,NA,NA,207,2719
1973-74,25,KCO,NBA,PG,35,NA,1272,222,492,0.451,NA,NA,NA,222,492,0.451,0.451,173,211,0.82,21,64,85,266,56,7,NA,76,617
1974-75,26,KCO,NBA,PG,82,NA,3244,759,1664,0.456,NA,NA,NA,759,1664,0.456,0.456,652,748,0.872,48,174,222,557,119,7,NA,187,2170
1975-76,27,KCK,NBA,PG,78,NA,3184,717,1583,0.453,NA,NA,NA,717,1583,0.453,0.453,501,625,0.802,67,146,213,615,126,15,NA,169,1935
1976-77,28,NYN,NBA,PG,34,NA,1277,250,560,0.446,NA,NA,NA,250,560,0.446,0.446,197,251,0.785,22,58,80,254,59,11,NA,77,697
1978-79,30,BOS,NBA,PG,69,NA,1662,259,573,0.452,NA,NA,NA,259,573,0.452,0.452,242,307,0.788,25,78,103,324,55,6,197,132,760
1979-80,31,BOS,NBA,PG,80,80,2864,383,794,0.482,4,18,0.222,379,776,0.488,0.485,361,435,0.83,59,138,197,671,106,10,242,218,1131
1980-81,32,BOS,NBA,PG,80,72,2820,382,766,0.499,0,9,0,382,757,0.505,0.499,342,419,0.816,36,140,176,618,75,18,265,201,1106
1981-82,33,BOS,NBA,PG,68,51,2167,308,652,0.472,6,16,0.375,302,636,0.475,0.477,236,316,0.747,25,91,116,541,52,3,178,131,858
1982-83,34,BOS,NBA,PG,66,19,1811,235,553,0.425,5,24,0.208,230,529,0.435,0.429,220,296,0.743,25,66,91,409,38,4,163,110,695
1983-84,35,MIL,NBA,PG,46,46,1038,136,279,0.487,4,18,0.222,132,261,0.506,0.495,64,101,0.634,16,60,76,160,33,0,78,78,340
Career,NA,,NBA,,876,268,31159,5899,12628,0.467,19,85,0.224,5880,12543,0.469,0.468,4664,5760,0.81,344,1015,2046,6476,719,81,1123,2002,16481
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"CIN,KCO,KCK",NBA,,433,NA,17520,3946,8451,0.467,NA,NA,NA,3946,8451,0.467,0.467,3002,3635,0.826,136,384,1207,3499,301,29,NA,1055,10894
5 seasons,NA,BOS,NBA,,363,222,11324,1567,3338,0.469,15,67,0.224,1552,3271,0.474,0.472,1401,1773,0.79,170,513,683,2563,326,41,1045,792,4550
1 season,NA,MIL,NBA,,46,46,1038,136,279,0.487,4,18,0.222,132,261,0.506,0.495,64,101,0.634,16,60,76,160,33,0,78,78,340
1 season,NA,NYN,NBA,,34,NA,1277,250,560,0.446,NA,NA,NA,250,560,0.446,0.446,197,251,0.785,22,58,80,254,59,11,NA,77,697
