Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988-89,23,PHI,NBA,PG,3,0,21,1.7,10.3,0.167,1.7,3.4,0.5,0,6.9,0,3.4,3.4,1,0,6.9,6.9,8.6,0,0,1.7,6.9,8.6
1989-90,24,PHI,NBA,PG,9,0,99,2.2,6.9,0.316,1.1,2.5,0.429,1.1,4.4,0.25,2.2,3.3,0.667,0.7,2.2,2.9,5.8,1.1,0,2.5,4.7,7.6
1992-93,27,HOU,NBA,PG,12,0,197,2.9,7.7,0.381,0.9,2.4,0.385,2,5.3,0.379,1.8,2.4,0.769,0.2,1.6,1.8,5.7,1.6,0,2.4,3.8,8.6
1993-94,28,HOU,NBA,PG,5,0,23,7.8,9.4,0.833,1.6,1.6,1,6.3,7.8,0.8,0,1.6,0,1.6,1.6,3.1,4.7,0,0,0,4.7,17.2
1996-97,31,NYK,NBA,PG,4,0,7,5.1,10.3,0.5,0,0,NA,5.1,10.3,0.5,5.1,5.1,1,0,0,0,0,0,0,0,0,15.4
1997-98,32,CLE,NBA,PG,1,0,8,0,4.5,0,0,0,NA,0,4.5,0,9,9,1,0,0,0,9,0,0,0,4.5,9
Career,NA,,NBA,,34,0,355,2.9,7.7,0.382,1,2.3,0.435,1.9,5.4,0.358,2.1,2.8,0.75,0.4,2,2.4,5.8,1.2,0,2.1,4.3,9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,HOU,NBA,,17,0,220,3.4,7.9,0.438,1,2.3,0.429,2.5,5.6,0.441,1.6,2.3,0.714,0.3,1.6,2,5.6,1.5,0,2.1,3.9,9.5
2 seasons,NA,PHI,NBA,,12,0,120,2.1,7.5,0.28,1.2,2.7,0.444,0.9,4.8,0.188,2.4,3.3,0.727,0.6,3,3.6,6.3,0.9,0,2.4,5.1,7.8
1 season,NA,NYK,NBA,,4,0,7,5.1,10.3,0.5,0,0,NA,5.1,10.3,0.5,5.1,5.1,1,0,0,0,0,0,0,0,0,15.4
1 season,NA,CLE,NBA,,1,0,8,0,4.5,0,0,0,NA,0,4.5,0,9,9,1,0,0,0,9,0,0,0,4.5,9
