,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,29,DEN,NBA,PG,20,201,98%,2%,,,,-6.0,-3.8,11,3,5,0,6,0,77,2,5
2002-03,31,TOT,NBA,PG,15,85,100%,,,,,-24.4,-27.2,5,1,3,0,2,0,9,1,2
2002-03,31,SAS,NBA,PG,10,51,100%,,,,,-25.1,-31.6,2,0,2,0,1,0,7,0,1
2002-03,31,WAS,NBA,PG,5,34,100%,,,,,-23.1,-22.3,3,1,1,0,1,0,2,1,1
2003-04,32,TOT,NBA,PG,11,85,100%,,,,,+4.6,+0.1,1,2,2,0,1,0,24,1,0
2003-04,32,MIN,NBA,PG,5,66,100%,,,,,+6.9,+0.8,0,2,2,0,1,0,21,1,0
2003-04,32,NJN,NBA,PG,6,19,100%,,,,,-3.3,-6.2,1,0,0,0,0,0,3,0,0
2004-05,33,TOT,NBA,PG,33,537,100%,,,,,-6.1,-7.2,10,3,6,2,12,0,174,1,4
2004-05,33,DET,NBA,PG,9,55,100%,,,,,-22.3,-27.2,1,0,2,0,3,0,0,0,0
2004-05,33,MIL,NBA,PG,24,482,100%,,,,,-4.4,-1.4,9,3,4,2,9,0,174,1,4
2005-06,34,LAC,NBA,PG,3,22,100%,,,,,-2.6,-4.5,1,0,0,0,0,0,4,0,0
Career,,,NBA,,82,930,100%,,,,,-6.7,-7.6,28,9,16,2,21,0,288,5,11
,,,,,,,,,,,,,,,,,,,,,,
1 season,,MIL,NBA,,24,482,100%,,,,,-4.4,-1.4,9,3,4,2,9,0,174,1,4
1 season,,DEN,NBA,,20,201,98%,2%,,,,-6.0,-3.8,11,3,5,0,6,0,77,2,5
1 season,,SAS,NBA,,10,51,100%,,,,,-25.1,-31.6,2,0,2,0,1,0,7,0,1
1 season,,DET,NBA,,9,55,100%,,,,,-22.3,-27.2,1,0,2,0,3,0,0,0,0
1 season,,NJN,NBA,,6,19,100%,,,,,-3.3,-6.2,1,0,0,0,0,0,3,0,0
1 season,,MIN,NBA,,5,66,100%,,,,,+6.9,+0.8,0,2,2,0,1,0,21,1,0
1 season,,WAS,NBA,,5,34,100%,,,,,-23.1,-22.3,3,1,1,0,1,0,2,1,1
1 season,,LAC,NBA,,3,22,100%,,,,,-2.6,-4.5,1,0,0,0,0,0,4,0,0
