Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,TOT,NBA,NA,20,NA,95,19,40,0.475,NA,NA,NA,19,40,0.475,0.475,18,23,0.783,NA,NA,25,3,NA,17,56
1967-68,23,STL,NBA,NA,19,NA,85,19,38,0.5,NA,NA,NA,19,38,0.5,0.5,17,22,0.773,NA,NA,24,3,NA,14,55
1967-68,23,BAL,NBA,NA,1,NA,10,0,2,0,NA,NA,NA,0,2,0,0,1,1,1,NA,NA,1,0,NA,3,1
1968-69,24,BAL,NBA,NA,21,NA,86,22,54,0.407,NA,NA,NA,22,54,0.407,0.407,9,15,0.6,NA,NA,27,2,NA,16,53
1969-70,25,TOT,TOT,NA,28,NA,451,116,252,0.46,1,4,0.25,115,248,0.464,0.462,77,98,0.786,44,NA,94,22,33,70,310
1969-70,25,LAS,ABA,NA,26,NA,445,116,251,0.462,1,4,0.25,115,247,0.466,0.464,77,98,0.786,44,50,94,22,33,69,310
1969-70,25,DET,NBA,NA,2,NA,6,0,1,0,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,0,0,NA,1,0
1970-71,26,TOT,ABA,NA,56,NA,679,133,303,0.439,3,19,0.158,130,284,0.458,0.444,86,105,0.819,57,122,179,48,78,113,355
1970-71,26,UTS,ABA,NA,17,NA,190,44,104,0.423,2,8,0.25,42,96,0.438,0.433,29,37,0.784,18,28,46,11,26,32,119
1970-71,26,DNR,ABA,NA,39,NA,489,89,199,0.447,1,11,0.091,88,188,0.468,0.45,57,68,0.838,39,94,133,37,52,81,236
Career,NA,,TOT,NA,125,NA,1311,290,649,0.447,4,23,0.174,286,626,0.457,0.45,190,241,0.788,101,172,325,75,111,216,774
,NA,,ABA,NA,82,NA,1124,249,554,0.449,4,23,0.174,245,531,0.461,0.453,163,203,0.803,101,172,273,70,111,182,665
,NA,,NBA,NA,43,NA,187,41,95,0.432,NA,NA,NA,41,95,0.432,0.432,27,38,0.711,NA,NA,52,5,NA,34,109
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"LAS,UTS",ABA,NA,43,NA,635,160,355,0.451,3,12,0.25,157,343,0.458,0.455,106,135,0.785,62,78,140,33,59,101,429
1 season,NA,DNR,ABA,NA,39,NA,489,89,199,0.447,1,11,0.091,88,188,0.468,0.45,57,68,0.838,39,94,133,37,52,81,236
2 seasons,NA,BAL,NBA,NA,22,NA,96,22,56,0.393,NA,NA,NA,22,56,0.393,0.393,10,16,0.625,NA,NA,28,2,NA,19,54
1 season,NA,STL,NBA,NA,19,NA,85,19,38,0.5,NA,NA,NA,19,38,0.5,0.5,17,22,0.773,NA,NA,24,3,NA,14,55
1 season,NA,DET,NBA,NA,2,NA,6,0,1,0,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,0,0,NA,1,0
