Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,TOT,NBA,NA,20,NA,4.8,1,2,0.475,NA,NA,NA,1,2,0.475,0.475,0.9,1.2,0.783,NA,NA,1.3,0.2,NA,0.9,2.8
1967-68,23,STL,NBA,NA,19,NA,4.5,1,2,0.5,NA,NA,NA,1,2,0.5,0.5,0.9,1.2,0.773,NA,NA,1.3,0.2,NA,0.7,2.9
1967-68,23,BAL,NBA,NA,1,NA,10,0,2,0,NA,NA,NA,0,2,0,0,1,1,1,NA,NA,1,0,NA,3,1
1968-69,24,BAL,NBA,NA,21,NA,4.1,1,2.6,0.407,NA,NA,NA,1,2.6,0.407,0.407,0.4,0.7,0.6,NA,NA,1.3,0.1,NA,0.8,2.5
1969-70,25,TOT,TOT,NA,28,NA,16.1,4.1,9,0.46,0,0.1,0.25,4.1,8.9,0.464,0.462,2.8,3.5,0.786,1.6,NA,3.4,0.8,1.2,2.5,11.1
1969-70,25,LAS,ABA,NA,26,NA,17.1,4.5,9.7,0.462,0,0.2,0.25,4.4,9.5,0.466,0.464,3,3.8,0.786,1.7,1.9,3.6,0.8,1.3,2.7,11.9
1969-70,25,DET,NBA,NA,2,NA,3,0,0.5,0,NA,NA,NA,0,0.5,0,0,0,0,NA,NA,NA,0,0,NA,0.5,0
1970-71,26,TOT,ABA,NA,56,NA,12.1,2.4,5.4,0.439,0.1,0.3,0.158,2.3,5.1,0.458,0.444,1.5,1.9,0.819,1,2.2,3.2,0.9,1.4,2,6.3
1970-71,26,UTS,ABA,NA,17,NA,11.2,2.6,6.1,0.423,0.1,0.5,0.25,2.5,5.6,0.438,0.433,1.7,2.2,0.784,1.1,1.6,2.7,0.6,1.5,1.9,7
1970-71,26,DNR,ABA,NA,39,NA,12.5,2.3,5.1,0.447,0,0.3,0.091,2.3,4.8,0.468,0.45,1.5,1.7,0.838,1,2.4,3.4,0.9,1.3,2.1,6.1
Career,NA,,TOT,NA,125,NA,10.5,2.3,5.2,0.447,0,0.3,0.174,2.3,5,0.457,0.45,1.5,1.9,0.788,1.2,2.1,2.6,0.6,1.4,1.7,6.2
,NA,,ABA,NA,82,NA,13.7,3,6.8,0.449,0,0.3,0.174,3,6.5,0.461,0.453,2,2.5,0.803,1.2,2.1,3.3,0.9,1.4,2.2,8.1
,NA,,NBA,NA,43,NA,4.3,1,2.2,0.432,NA,NA,NA,1,2.2,0.432,0.432,0.6,0.9,0.711,NA,NA,1.2,0.1,NA,0.8,2.5
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"LAS,UTS",ABA,NA,43,NA,14.8,3.7,8.3,0.451,0.1,0.3,0.25,3.7,8,0.458,0.455,2.5,3.1,0.785,1.4,1.8,3.3,0.8,1.4,2.3,10
1 season,NA,DNR,ABA,NA,39,NA,12.5,2.3,5.1,0.447,0,0.3,0.091,2.3,4.8,0.468,0.45,1.5,1.7,0.838,1,2.4,3.4,0.9,1.3,2.1,6.1
2 seasons,NA,BAL,NBA,NA,22,NA,4.4,1,2.5,0.393,NA,NA,NA,1,2.5,0.393,0.393,0.5,0.7,0.625,NA,NA,1.3,0.1,NA,0.9,2.5
1 season,NA,STL,NBA,NA,19,NA,4.5,1,2,0.5,NA,NA,NA,1,2,0.5,0.5,0.9,1.2,0.773,NA,NA,1.3,0.2,NA,0.7,2.9
1 season,NA,DET,NBA,NA,2,NA,3,0,0.5,0,NA,NA,NA,0,0.5,0,0,0,0,NA,NA,NA,0,0,NA,0.5,0
