Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,24,BAL,NBA,NA,1,NA,2,0,18,0,NA,NA,NA,0,18,0,0,0,NA,NA,NA,18,0,NA,0,0
1969-70,25,LAS,ABA,NA,3,NA,9,12,28,0.429,0,0,NA,12,28,0.429,0,0,NA,NA,NA,12,0,8,4,24
Career,NA,,TOT,NA,4,NA,11,9.8,26.2,0.375,0,0,NA,9.8,26.2,0.375,0,0,NA,NA,NA,13.1,0,8,3.3,19.6
,NA,,ABA,NA,3,NA,9,12,28,0.429,0,0,NA,12,28,0.429,0,0,NA,NA,NA,12,0,8,4,24
,NA,,NBA,NA,1,NA,2,0,18,0,NA,NA,NA,0,18,0,0,0,NA,NA,NA,18,0,NA,0,0
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,LAS,ABA,NA,3,NA,9,12,28,0.429,0,0,NA,12,28,0.429,0,0,NA,NA,NA,12,0,8,4,24
1 season,NA,BAL,NBA,NA,1,NA,2,0,18,0,NA,NA,NA,0,18,0,0,0,NA,NA,NA,18,0,NA,0,0
