Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,21,PIT,BAA,C,15,NA,NA,0.268,0.223,NA,NA,NA,NA,NA,-0.4,-0.1,-0.5,NA
1949-50,24,SHE,NBA,C,54,NA,NA,0.456,0.566,NA,NA,NA,NA,NA,4.1,-0.3,3.8,NA
1950-51,25,TOT,NBA,C,63,NA,NA,0.438,0.442,NA,NA,NA,NA,NA,2,1.6,3.6,NA
1950-51,25,TRI,NBA,C,22,NA,NA,0.435,0.429,NA,NA,NA,NA,NA,0.7,0.7,1.4,NA
1950-51,25,SYR,NBA,C,41,NA,NA,0.44,0.45,NA,NA,NA,NA,NA,1.3,0.9,2.2,NA
1951-52,26,SYR,NBA,C,66,1318,16.3,0.488,0.407,NA,NA,NA,NA,NA,3.1,1.7,4.8,0.175
1952-53,27,SYR,NBA,C,70,1355,10,0.416,0.456,NA,NA,NA,NA,NA,0.2,1.6,1.8,0.062
Career,NA,,TOT,,268,2673,13.1,0.441,0.461,NA,NA,NA,NA,NA,9,4.4,13.5,0.118
,NA,,NBA,,253,2673,13.1,0.45,0.474,NA,NA,NA,NA,NA,9.4,4.6,14,0.118
,NA,,BAA,,15,NA,NA,0.268,0.223,NA,NA,NA,NA,NA,-0.4,-0.1,-0.5,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SYR,NBA,,177,2673,13.1,0.449,0.436,NA,NA,NA,NA,NA,4.6,4.2,8.8,0.118
1 season,NA,SHE,NBA,,54,NA,NA,0.456,0.566,NA,NA,NA,NA,NA,4.1,-0.3,3.8,NA
1 season,NA,TRI,NBA,,22,NA,NA,0.435,0.429,NA,NA,NA,NA,NA,0.7,0.7,1.4,NA
1 season,NA,PIT,BAA,,15,NA,NA,0.268,0.223,NA,NA,NA,NA,NA,-0.4,-0.1,-0.5,NA
