Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,21,PIT,BAA,C,15,NA,NA,25,112,0.223,16,25,0.64,NA,4,40,66
1949-50,24,SHE,NBA,C,54,NA,NA,218,618,0.353,268,350,0.766,NA,90,201,704
1950-51,25,TOT,NBA,C,63,NA,NA,223,600,0.372,182,265,0.687,338,91,237,628
1950-51,25,TRI,NBA,C,22,NA,NA,87,238,0.366,72,102,0.706,112,27,92,246
1950-51,25,SYR,NBA,C,41,NA,NA,136,362,0.376,110,163,0.675,226,64,145,382
1951-52,26,SYR,NBA,C,66,NA,1318,190,460,0.413,149,187,0.797,288,63,190,529
1952-53,27,SYR,NBA,C,70,NA,1355,145,436,0.333,146,199,0.734,236,76,247,436
Career,NA,,TOT,,268,NA,2673,801,2226,0.36,761,1026,0.742,862,324,915,2363
,NA,,NBA,,253,NA,2673,776,2114,0.367,745,1001,0.744,862,320,875,2297
,NA,,BAA,,15,NA,NA,25,112,0.223,16,25,0.64,NA,4,40,66
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SYR,NBA,,177,NA,2673,471,1258,0.374,405,549,0.738,750,203,582,1347
1 season,NA,SHE,NBA,,54,NA,NA,218,618,0.353,268,350,0.766,NA,90,201,704
1 season,NA,TRI,NBA,,22,NA,NA,87,238,0.366,72,102,0.706,112,27,92,246
1 season,NA,PIT,BAA,,15,NA,NA,25,112,0.223,16,25,0.64,NA,4,40,66
