Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1962-63,26,SYR,NBA,PF,26,NA,206,50,111,0.45,NA,NA,NA,50,111,0.45,0.45,25,35,0.714,NA,NA,86,4,NA,42,125
1963-64,27,PHI,NBA,PF,79,NA,1740,215,494,0.435,NA,NA,NA,215,494,0.435,0.435,220,305,0.721,NA,NA,619,71,NA,274,650
1964-65,28,PHI,NBA,SF,64,NA,900,94,253,0.372,NA,NA,NA,94,253,0.372,0.372,124,176,0.705,NA,NA,277,53,NA,170,312
1965-66,29,TOT,NBA,SF,57,NA,773,116,284,0.408,NA,NA,NA,116,284,0.408,0.408,64,97,0.66,NA,NA,217,25,NA,129,296
1965-66,29,PHI,NBA,SF,1,NA,6,1,3,0.333,NA,NA,NA,1,3,0.333,0.333,0,0,NA,NA,NA,2,0,NA,1,2
1965-66,29,BAL,NBA,SF,56,NA,767,115,281,0.409,NA,NA,NA,115,281,0.409,0.409,64,97,0.66,NA,NA,215,25,NA,128,294
1966-67,30,BAL,NBA,SF,62,NA,1037,125,312,0.401,NA,NA,NA,125,312,0.401,0.401,134,170,0.788,NA,NA,325,51,NA,176,384
1967-68,31,ANA,ABA,SF,71,NA,2297,435,985,0.442,52,166,0.313,383,819,0.468,0.468,313,389,0.805,NA,NA,608,96,161,276,1235
1968-69,32,LAS,ABA,SF,35,NA,876,172,423,0.407,31,121,0.256,141,302,0.467,0.443,116,155,0.748,51,143,194,26,53,127,491
1969-70,33,DNR,ABA,SF,42,NA,475,60,170,0.353,15,58,0.259,45,112,0.402,0.397,58,76,0.763,26,84,110,30,36,98,193
Career,NA,,TOT,,436,NA,8304,1267,3032,0.418,98,345,0.284,1169,2687,0.435,0.434,1054,1403,0.751,77,227,2436,356,250,1292,3686
,NA,,NBA,,288,NA,4656,600,1454,0.413,NA,NA,NA,600,1454,0.413,0.413,567,783,0.724,NA,NA,1524,204,NA,791,1767
,NA,,ABA,,148,NA,3648,667,1578,0.423,98,345,0.284,569,1233,0.461,0.454,487,620,0.785,77,227,912,152,250,501,1919
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"SYR,PHI",NBA,,170,NA,2852,360,861,0.418,NA,NA,NA,360,861,0.418,0.418,369,516,0.715,NA,NA,984,128,NA,487,1089
2 seasons,NA,BAL,NBA,,118,NA,1804,240,593,0.405,NA,NA,NA,240,593,0.405,0.405,198,267,0.742,NA,NA,540,76,NA,304,678
2 seasons,NA,"ANA,LAS",ABA,,106,NA,3173,607,1408,0.431,83,287,0.289,524,1121,0.467,0.461,429,544,0.789,51,143,802,122,214,403,1726
1 season,NA,DNR,ABA,,42,NA,475,60,170,0.353,15,58,0.259,45,112,0.402,0.397,58,76,0.763,26,84,110,30,36,98,193
