Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1962-63,26,SYR,NBA,PF,2,NA,9,0,4,0,NA,NA,NA,0,4,0,0,2,4,0.5,NA,NA,3,0,NA,2,2
1963-64,27,PHI,NBA,PF,4,NA,85,9,23,0.391,NA,NA,NA,9,23,0.391,0.391,10,15,0.667,NA,NA,33,2,NA,11,28
1964-65,28,PHI,NBA,SF,2,NA,6,0,1,0,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,1,1,NA,1,0
1965-66,29,BAL,NBA,SF,2,NA,9,0,4,0,NA,NA,NA,0,4,0,0,1,1,1,NA,NA,2,0,NA,2,1
1969-70,33,DNR,ABA,SF,10,NA,129,16,38,0.421,7,16,0.438,9,22,0.409,0.513,6,10,0.6,NA,NA,29,11,9,27,45
Career,NA,,TOT,,20,NA,238,25,70,0.357,7,16,0.438,18,54,0.333,0.407,19,30,0.633,NA,NA,68,14,9,43,76
,NA,,ABA,,10,NA,129,16,38,0.421,7,16,0.438,9,22,0.409,0.513,6,10,0.6,NA,NA,29,11,9,27,45
,NA,,NBA,,10,NA,109,9,32,0.281,NA,NA,NA,9,32,0.281,0.281,13,20,0.65,NA,NA,39,3,NA,16,31
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DNR,ABA,,10,NA,129,16,38,0.421,7,16,0.438,9,22,0.409,0.513,6,10,0.6,NA,NA,29,11,9,27,45
3 seasons,NA,"SYR,PHI",NBA,,8,NA,100,9,28,0.321,NA,NA,NA,9,28,0.321,0.321,12,19,0.632,NA,NA,37,3,NA,14,30
1 season,NA,BAL,NBA,,2,NA,9,0,4,0,NA,NA,NA,0,4,0,0,1,1,1,NA,NA,2,0,NA,2,1
