Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1962-63,26,SYR,NBA,PF,26,NA,7.9,1.9,4.3,0.45,NA,NA,NA,1.9,4.3,0.45,0.45,1,1.3,0.714,NA,NA,3.3,0.2,NA,1.6,4.8
1963-64,27,PHI,NBA,PF,79,NA,22,2.7,6.3,0.435,NA,NA,NA,2.7,6.3,0.435,0.435,2.8,3.9,0.721,NA,NA,7.8,0.9,NA,3.5,8.2
1964-65,28,PHI,NBA,SF,64,NA,14.1,1.5,4,0.372,NA,NA,NA,1.5,4,0.372,0.372,1.9,2.8,0.705,NA,NA,4.3,0.8,NA,2.7,4.9
1965-66,29,TOT,NBA,SF,57,NA,13.6,2,5,0.408,NA,NA,NA,2,5,0.408,0.408,1.1,1.7,0.66,NA,NA,3.8,0.4,NA,2.3,5.2
1965-66,29,PHI,NBA,SF,1,NA,6,1,3,0.333,NA,NA,NA,1,3,0.333,0.333,0,0,NA,NA,NA,2,0,NA,1,2
1965-66,29,BAL,NBA,SF,56,NA,13.7,2.1,5,0.409,NA,NA,NA,2.1,5,0.409,0.409,1.1,1.7,0.66,NA,NA,3.8,0.4,NA,2.3,5.3
1966-67,30,BAL,NBA,SF,62,NA,16.7,2,5,0.401,NA,NA,NA,2,5,0.401,0.401,2.2,2.7,0.788,NA,NA,5.2,0.8,NA,2.8,6.2
1967-68,31,ANA,ABA,SF,71,NA,32.4,6.1,13.9,0.442,0.7,2.3,0.313,5.4,11.5,0.468,0.468,4.4,5.5,0.805,NA,NA,8.6,1.4,2.3,3.9,17.4
1968-69,32,LAS,ABA,SF,35,NA,25,4.9,12.1,0.407,0.9,3.5,0.256,4,8.6,0.467,0.443,3.3,4.4,0.748,1.5,4.1,5.5,0.7,1.5,3.6,14
1969-70,33,DNR,ABA,SF,42,NA,11.3,1.4,4,0.353,0.4,1.4,0.259,1.1,2.7,0.402,0.397,1.4,1.8,0.763,0.6,2,2.6,0.7,0.9,2.3,4.6
Career,NA,,TOT,,436,NA,19,2.9,7,0.418,0.7,2.3,0.284,2.7,6.2,0.435,0.434,2.4,3.2,0.751,1,2.9,5.6,0.8,1.7,3,8.5
,NA,,NBA,,288,NA,16.2,2.1,5,0.413,NA,NA,NA,2.1,5,0.413,0.413,2,2.7,0.724,NA,NA,5.3,0.7,NA,2.7,6.1
,NA,,ABA,,148,NA,24.6,4.5,10.7,0.423,0.7,2.3,0.284,3.8,8.3,0.461,0.454,3.3,4.2,0.785,1,2.9,6.2,1,1.7,3.4,13
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"SYR,PHI",NBA,,170,NA,16.8,2.1,5.1,0.418,NA,NA,NA,2.1,5.1,0.418,0.418,2.2,3,0.715,NA,NA,5.8,0.8,NA,2.9,6.4
2 seasons,NA,BAL,NBA,,118,NA,15.3,2,5,0.405,NA,NA,NA,2,5,0.405,0.405,1.7,2.3,0.742,NA,NA,4.6,0.6,NA,2.6,5.7
2 seasons,NA,"ANA,LAS",ABA,,106,NA,29.9,5.7,13.3,0.431,0.8,2.7,0.289,4.9,10.6,0.467,0.461,4,5.1,0.789,1.5,4.1,7.6,1.2,2,3.8,16.3
1 season,NA,DNR,ABA,,42,NA,11.3,1.4,4,0.353,0.4,1.4,0.259,1.1,2.7,0.402,0.397,1.4,1.8,0.763,0.6,2,2.6,0.7,0.9,2.3,4.6
