Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1962-63,26,SYR,NBA,PF,2,NA,4.5,0,2,0,NA,NA,NA,0,2,0,0,1,2,0.5,NA,NA,1.5,0,NA,1,1
1963-64,27,PHI,NBA,PF,4,NA,21.3,2.3,5.8,0.391,NA,NA,NA,2.3,5.8,0.391,0.391,2.5,3.8,0.667,NA,NA,8.3,0.5,NA,2.8,7
1964-65,28,PHI,NBA,SF,2,NA,3,0,0.5,0,NA,NA,NA,0,0.5,0,0,0,0,NA,NA,NA,0.5,0.5,NA,0.5,0
1965-66,29,BAL,NBA,SF,2,NA,4.5,0,2,0,NA,NA,NA,0,2,0,0,0.5,0.5,1,NA,NA,1,0,NA,1,0.5
1969-70,33,DNR,ABA,SF,10,NA,12.9,1.6,3.8,0.421,0.7,1.6,0.438,0.9,2.2,0.409,0.513,0.6,1,0.6,NA,NA,2.9,1.1,0.9,2.7,4.5
Career,NA,,TOT,,20,NA,11.9,1.3,3.5,0.357,0.7,1.6,0.438,0.9,2.7,0.333,0.407,1,1.5,0.633,NA,NA,3.4,0.7,0.9,2.2,3.8
,NA,,ABA,,10,NA,12.9,1.6,3.8,0.421,0.7,1.6,0.438,0.9,2.2,0.409,0.513,0.6,1,0.6,NA,NA,2.9,1.1,0.9,2.7,4.5
,NA,,NBA,,10,NA,10.9,0.9,3.2,0.281,NA,NA,NA,0.9,3.2,0.281,0.281,1.3,2,0.65,NA,NA,3.9,0.3,NA,1.6,3.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DNR,ABA,,10,NA,12.9,1.6,3.8,0.421,0.7,1.6,0.438,0.9,2.2,0.409,0.513,0.6,1,0.6,NA,NA,2.9,1.1,0.9,2.7,4.5
3 seasons,NA,"SYR,PHI",NBA,,8,NA,12.5,1.1,3.5,0.321,NA,NA,NA,1.1,3.5,0.321,0.321,1.5,2.4,0.632,NA,NA,4.6,0.4,NA,1.8,3.8
1 season,NA,BAL,NBA,,2,NA,4.5,0,2,0,NA,NA,NA,0,2,0,0,0.5,0.5,1,NA,NA,1,0,NA,1,0.5
