,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,22,MIL,NBA,,5,10,,,,,2,2,,,9,4,,,,4,10
1973-74,23,MIL,NBA,,6,11,,,,,5,5,,,8,3,,,,3,15
Career,,,,,6,11,,,,,5,5,,,9,4,,,,4,15
