,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,21,PTC,ABA,,5,,0,,,,2,2,,,,,,,,,10
1972-73,22,MIL,NBA,,7,,,,,,6,6,,,,,,,,,18
1973-74,23,MIL,NBA,,9,,,,,,6,6,,,,,,,,,22
1974-75,24,MIL,NBA,,8,,,,,,7,7,,,,,,,,,18
1975-76,25,MIL,NBA,,6,,,,,,5,6,,,,,,,,,12
1976-77,26,MIL,NBA,,4,11,,,,,4,4,,,8,4,,,,2,9
Career,,,TOT,,9,,,,,,7,7,,,,,,,,,22
,,,NBA,,9,,,,,,7,7,,,,,,,,,22
,,,ABA,,5,,0,,,,2,2,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,,,
5 Seasons,,MIL,NBA,,9,,,,,,7,7,,,,,,,,,22
1 Season,,PTC,ABA,,5,,0,,,,2,2,,,,,,,,,10
