,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2017-18,22,SAC,NBA,SF,68,1506,,,69%,30%,,-7.9,-0.5,20,5,45,1,18,7,181,10,12
2018-19,23,TOT,NBA,SF,81,1614,,,72%,28%,,-0.9,+0.6,9,12,46,3,40,15,218,9,5
2018-19,23,SAC,NBA,SF,52,1083,,,67%,33%,,-1.6,-1.0,6,9,26,3,25,12,152,5,1
2018-19,23,DAL,NBA,SF,29,531,,1%,81%,17%,1%,+0.8,+2.9,3,3,20,0,15,3,66,4,4
2019-20,24,DAL,NBA,PF,58,929,,1%,41%,56%,2%,+1.7,-5.9,7,2,34,2,17,1,122,3,14
Career,,,NBA,,207,4049,,,64%,35%,,-2.9,-1.3,36,19,125,6,75,23,521,22,31
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,SAC,NBA,,120,2589,,,68%,31%,,-5.3,-0.7,26,14,71,4,43,19,333,15,13
2 seasons,,DAL,NBA,,87,1460,,1%,56%,42%,1%,+1.4,-2.7,10,5,54,2,32,4,188,7,18
