,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1972-73,22,ATL,NBA,,6,13,5,7,,,4,5,,,4,17
1974-75,24,GSW,NBA,,2,4,2,2,,,1,2,,,1,4
Career,,,,,6,13,5,7,,,4,5,,,4,17
1 Season,,ATL,NBA,,6,13,5,7,,,4,5,,,4,17
1 Season,,GSW,NBA,,2,4,2,2,,,1,2,,,1,4
