Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1972-73,22,ATL,NBA,PG,6,123,16.7,0.546,0.34,NA,NA,4.9,21.4,NA,NA,NA,0.3,0.1,0.4,0.159,NA,NA,NA,NA,NA
1974-75,24,GSW,NBA,SG,4,14,32.2,0.571,0.571,0,7.4,3.6,33.4,10,0,NA,0.1,0,0.1,0.341,NA,7.8,9.1,16.9,0.1
Career,NA,,NBA,,10,137,18.2,0.549,0.37,0,7.4,4.8,22.6,10,0,NA,0.4,0.2,0.5,0.177,NA,7.8,9.1,16.9,0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,ATL,NBA,,6,123,16.7,0.546,0.34,NA,NA,4.9,21.4,NA,NA,NA,0.3,0.1,0.4,0.159,NA,NA,NA,NA,NA
1 season,NA,GSW,NBA,,4,14,32.2,0.571,0.571,0,7.4,3.6,33.4,10,0,NA,0.1,0,0.1,0.341,NA,7.8,9.1,16.9,0.1
