,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1962-63,25,LAL,NBA,,3,6,,,,,1,5,,,14,,,6,6
1963-64,26,LAL,NBA,,3,4,,,,,2,2,,,8,0,,6,8
1964-65,27,LAL,NBA,,5,8,,,,,3,5,,,28,5,,5,12
1965-66,28,LAL,NBA,,0,1,,,,,0,0,,,1,0,,1,0
Career,,,,,5,8,,,,,3,5,,,28,,,6,12
