Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1962-63,25,LAL,NBA,C,9,NA,278,14,35,0.4,NA,NA,NA,14,35,0.4,0.4,2,15,0.133,NA,NA,97,11,NA,29,30
1963-64,26,LAL,NBA,C,5,NA,48,5,8,0.625,NA,NA,NA,5,8,0.625,0.625,3,3,1,NA,NA,16,0,NA,9,13
1964-65,27,LAL,NBA,C,11,NA,379,33,59,0.559,NA,NA,NA,33,59,0.559,0.559,11,19,0.579,NA,NA,158,23,NA,41,77
1965-66,28,LAL,NBA,C,2,NA,5,0,1,0,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,1,0,NA,1,0
Career,NA,,NBA,,27,NA,710,52,103,0.505,NA,NA,NA,52,103,0.505,0.505,16,37,0.432,NA,NA,272,34,NA,80,120
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,27,NA,710,52,103,0.505,NA,NA,NA,52,103,0.505,0.505,16,37,0.432,NA,NA,272,34,NA,80,120
