Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1962-63,25,LAL,NBA,C,75,NA,1488,109,236,0.462,NA,NA,NA,109,236,0.462,0.462,23,68,0.338,NA,NA,504,40,NA,180,241
1963-64,26,LAL,NBA,C,78,NA,1510,146,273,0.535,NA,NA,NA,146,273,0.535,0.535,45,75,0.6,NA,NA,510,44,NA,225,337
1964-65,27,LAL,NBA,C,80,NA,2002,175,376,0.465,NA,NA,NA,175,376,0.465,0.465,56,111,0.505,NA,NA,690,105,NA,235,406
1965-66,28,LAL,NBA,C,67,NA,1386,123,289,0.426,NA,NA,NA,123,289,0.426,0.426,43,76,0.566,NA,NA,490,63,NA,171,289
1967-68,30,TOT,ABA,C,9,NA,85,7,20,0.35,0,0,NA,7,20,0.35,0.35,4,8,0.5,NA,NA,20,2,2,10,18
1967-68,30,OAK,ABA,C,8,NA,64,7,19,0.368,0,0,NA,7,19,0.368,0.368,3,5,0.6,NA,NA,17,2,0,7,17
1967-68,30,DLC,ABA,C,1,NA,21,0,1,0,0,0,NA,0,1,0,0,1,3,0.333,NA,NA,3,0,2,3,1
Career,NA,,TOT,,309,NA,6471,560,1194,0.469,0,0,NA,560,1194,0.469,0.469,171,338,0.506,NA,NA,2214,254,2,821,1291
,NA,,NBA,,300,NA,6386,553,1174,0.471,NA,NA,NA,553,1174,0.471,0.471,167,330,0.506,NA,NA,2194,252,NA,811,1273
,NA,,ABA,,9,NA,85,7,20,0.35,0,0,NA,7,20,0.35,0.35,4,8,0.5,NA,NA,20,2,2,10,18
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,300,NA,6386,553,1174,0.471,NA,NA,NA,553,1174,0.471,0.471,167,330,0.506,NA,NA,2194,252,NA,811,1273
1 season,NA,OAK,ABA,,8,NA,64,7,19,0.368,0,0,NA,7,19,0.368,0.368,3,5,0.6,NA,NA,17,2,0,7,17
1 season,NA,DLC,ABA,,1,NA,21,0,1,0,0,0,NA,0,1,0,0,1,3,0.333,NA,NA,3,0,2,3,1
