Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1962-63,25,LAL,NBA,C,75,NA,1488,2.6,5.7,0.462,NA,NA,NA,2.6,5.7,0.462,0.6,1.6,0.338,NA,NA,12.2,1,NA,4.4,5.8
1963-64,26,LAL,NBA,C,78,NA,1510,3.5,6.5,0.535,NA,NA,NA,3.5,6.5,0.535,1.1,1.8,0.6,NA,NA,12.2,1,NA,5.4,8
1964-65,27,LAL,NBA,C,80,NA,2002,3.1,6.8,0.465,NA,NA,NA,3.1,6.8,0.465,1,2,0.505,NA,NA,12.4,1.9,NA,4.2,7.3
1965-66,28,LAL,NBA,C,67,NA,1386,3.2,7.5,0.426,NA,NA,NA,3.2,7.5,0.426,1.1,2,0.566,NA,NA,12.7,1.6,NA,4.4,7.5
1967-68,30,TOT,ABA,C,9,NA,85,3,8.5,0.35,0,0,NA,3,8.5,0.35,1.7,3.4,0.5,NA,NA,8.5,0.8,0.8,4.2,7.6
1967-68,30,OAK,ABA,C,8,NA,64,3.9,10.7,0.368,0,0,NA,3.9,10.7,0.368,1.7,2.8,0.6,NA,NA,9.6,1.1,0,3.9,9.6
1967-68,30,DLC,ABA,C,1,NA,21,0,1.7,0,0,0,NA,0,1.7,0,1.7,5.1,0.333,NA,NA,5.1,0,3.4,5.1,1.7
Career,NA,,TOT,,309,NA,6471,3.1,6.6,0.469,0,0,NA,3.1,6.6,0.469,1,1.9,0.506,NA,NA,12.3,1.4,0.8,4.6,7.2
,NA,,NBA,,300,NA,6386,3.1,6.6,0.471,NA,NA,NA,3.1,6.6,0.471,0.9,1.9,0.506,NA,NA,12.4,1.4,NA,4.6,7.2
,NA,,ABA,,9,NA,85,3,8.5,0.35,0,0,NA,3,8.5,0.35,1.7,3.4,0.5,NA,NA,8.5,0.8,0.8,4.2,7.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,300,NA,6386,3.1,6.6,0.471,NA,NA,NA,3.1,6.6,0.471,0.9,1.9,0.506,NA,NA,12.4,1.4,NA,4.6,7.2
1 season,NA,OAK,ABA,,8,NA,64,3.9,10.7,0.368,0,0,NA,3.9,10.7,0.368,1.7,2.8,0.6,NA,NA,9.6,1.1,0,3.9,9.6
1 season,NA,DLC,ABA,,1,NA,21,0,1.7,0,0,0,NA,0,1.7,0,1.7,5.1,0.333,NA,NA,5.1,0,3.4,5.1,1.7
