,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2013-14,26,DET,NBA,SF,34,238,.351,18.4,.598,.134,.041,.082,.340,.402,.466,.769,.250,.500,.364,.179,.556,.010,1,1.000,.205,.125,0,0
2014-15,27,TOT,NBA,SF,21,209,.483,17.7,.551,.135,.079,.157,.180,.449,.510,.667,.714,.429,.375,.450,.600,.034,3,.944,.125,.200,0,0
2014-15,27,DET,NBA,SF,3,17,.417,12.8,.667,.333,.083,.167,.083,.333,.500,.500,1.000,.500,.000,.250,.250,.000,0,1.000,.250,.000,0,0
2014-15,27,BOS,NBA,SF,18,192,.494,18.4,.532,.104,.078,.156,.195,.468,.512,.750,.667,.417,.400,.472,.667,.039,3,.941,.111,.250,0,0
Career,,,NBA,,55,447,.414,18.1,.575,.134,.059,.118,.263,.425,.486,.720,.545,.455,.367,.316,.577,.022,4,.960,.165,.154,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DET,NBA,,37,255,.358,17.8,.606,.156,.046,.092,.312,.394,.470,.706,.400,.500,.353,.186,.516,.009,1,1.000,.209,.111,0,0
1 season,,BOS,NBA,,18,192,.494,18.4,.532,.104,.078,.156,.195,.468,.512,.750,.667,.417,.400,.472,.667,.039,3,.941,.111,.250,0,0
