Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1992-93,23,MIA,NBA,C,48,554,11.8,0.577,0.028,0.634,9.3,15.6,12.4,3.9,1.4,2.2,16.3,17.3,NA,0.6,0.6,1.2,0.101,NA,-4,-0.2,-4.2,-0.3
1993-94,24,MIA,NBA,C,72,1199,16.7,0.624,0.014,0.423,11.2,17.5,14.3,4.2,1.5,1.7,12.7,17.2,NA,3.1,1.4,4.5,0.179,NA,0.3,-0.3,0,0.6
1994-95,25,MIA,NBA,C,74,1712,12.9,0.563,0.021,0.295,9.8,18.7,14.1,5,1.2,2.3,17.1,17.1,NA,1.1,1.7,2.7,0.077,NA,-2.3,-0.5,-2.8,-0.3
1995-96,26,CHH,NBA,C,77,2349,14.2,0.573,0.012,0.308,10.2,23.6,16.8,4.1,1,2,15.3,17.2,NA,2.4,1.9,4.3,0.088,NA,-1.8,-1.1,-2.9,-0.5
1996-97,27,CHH,NBA,C,49,1044,14.3,0.538,0.057,0.363,12,17.8,15,6.2,1,1.9,14.2,21.3,NA,1,0.9,1.9,0.085,NA,-1.9,-1.3,-3.2,-0.3
1997-98,28,CHH,NBA,C,78,1839,20.2,0.544,0.016,0.333,13,21.1,17.1,7.6,2,3.5,12,23.2,NA,3.2,2.7,5.9,0.154,NA,1.2,-0.1,1.1,1.5
1998-99,29,PHI,NBA,C,50,1540,17.1,0.532,0.009,0.319,10.1,17.3,13.7,7.4,1.4,2.1,13.8,21.6,NA,2.4,2.3,4.7,0.147,NA,0.6,-0.2,0.3,0.9
1999-00,30,PHI,NBA,C,65,1406,13.9,0.483,0.007,0.238,11.9,18.6,15.2,4.9,1.1,1.1,12.3,23.1,NA,0.6,2,2.6,0.088,NA,-2.1,-1.4,-3.5,-0.5
2000-01,31,PHI,NBA,C,35,542,11.5,0.43,0.009,0.241,10.6,18.2,14.5,4.5,1.2,1.1,9.2,22.8,NA,-0.1,0.8,0.7,0.065,NA,-3.2,-1,-4.2,-0.3
2001-02,32,PHI,NBA,C,4,36,-1.6,0.169,0,0.25,9.6,9.4,9.5,0,0,4.2,18.4,13.8,NA,-0.1,0,-0.1,-0.145,NA,-9.1,-2.3,-11.4,-0.1
Career,NA,,NBA,,552,12221,15.2,0.542,0.017,0.325,11,19.4,15.2,5.4,1.3,2.1,13.8,19.9,NA,14,14.4,28.4,0.112,NA,-1.1,-0.7,-1.8,0.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CHH,NBA,,204,5232,16.3,0.554,0.023,0.329,11.5,21.6,16.5,5.7,1.4,2.5,13.8,20.1,NA,6.6,5.5,12.1,0.111,NA,-0.8,-0.8,-1.5,0.6
3 seasons,NA,MIA,NBA,,194,3465,14.1,0.587,0.019,0.391,10.2,17.8,13.9,4.5,1.4,2.1,15.4,17.2,NA,4.7,3.7,8.4,0.116,NA,-1.7,-0.4,-2,0
4 seasons,NA,PHI,NBA,,154,3524,14.7,0.493,0.008,0.271,10.9,17.9,14.4,5.9,1.2,1.6,12.4,22.3,NA,2.8,5.2,7.9,0.108,NA,-1.2,-0.9,-2,0
