Season,Team,Lg,Salary
1992-93,Miami Heat,NBA,"$140,000"
1993-94,Miami Heat,NBA,"$250,000"
1994-95,Miami Heat,NBA,"$1,402,000"
1995-96,Charlotte Hornets,NBA,"$1,532,000"
1996-97,Charlotte Hornets,NBA,"$1,562,000"
1997-98,Charlotte Hornets,NBA,"$1,402,000"
1998-99,Philadelphia 76ers,NBA,"$6,800,000"
1999-00,Philadelphia 76ers,NBA,"$6,889,520"
2000-01,Philadelphia 76ers,NBA,"$7,515,840"
2001-02,Philadelphia 76ers,NBA,"$8,142,160"
2002-03,Philadelphia 76ers,NBA,"$8,768,480"
Career,(may be incomplete),,"$44,404,000"
