,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1992-93,23,MIA,NBA,,6,12,0,2,6,12,6,8,4,6,8,2,2,3,4,6,18,15.9
1993-94,24,MIA,NBA,,10,15,1,1,10,15,11,12,8,7,14,3,2,3,4,6,23,22.4
1994-95,25,MIA,NBA,,9,19,1,2,8,19,5,7,7,8,12,4,4,4,6,6,22,18.1
1995-96,26,CHH,NBA,,13,17,2,2,13,17,8,11,7,15,21,5,4,3,6,6,28,24.8
1996-97,27,CHH,NBA,39:36,9,20,4,6,9,15,7,9,8,7,13,3,2,2,4,6,25,18.4
1997-98,28,CHH,NBA,44:06,14,26,1,2,14,25,10,12,8,10,16,4,3,5,6,6,29,26.4
1998-99,29,PHI,NBA,45:36,11,21,1,1,11,21,8,12,7,9,16,6,5,3,6,6,26,25.2
1999-00,30,PHI,NBA,39:01,11,22,0,1,11,21,7,8,8,10,13,3,2,2,5,6,26,19.2
2000-01,31,PHI,NBA,37:14,6,19,0,1,6,19,7,10,6,8,11,2,2,2,3,5,15,11.4
2001-02,32,PHI,NBA,11:53,1,4,0,0,1,4,1,2,1,2,3,0,0,1,1,1,3,0.3
Career,,,,45:36,14,26,4,6,14,25,11,12,8,15,21,6,5,5,6,6,29,26.4
3 Seasons,,CHH,NBA,44:06,14,26,4,6,14,25,10,12,8,15,21,5,4,5,6,6,29,26.4
3 Seasons,,MIA,NBA,,10,19,1,2,10,19,11,12,8,8,14,4,4,4,6,6,23,22.4
4 Seasons,,PHI,NBA,45:36,11,22,1,1,11,21,8,12,8,10,16,6,5,3,6,6,26,25.2
